Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
743,3569,311,,CWSF,0.159166667,9.1E+02,0.0E+00,7.59E+00,,,,,,,,,1.49E-02,8.91E-03,6.82E-02,8.93E-02,4.23E-03,4.99E-03,-2.16E-02,-1.99E-02,,,,,,,,,,,,,
744,3631,312,,CWSF,0.65,1.9E+04,6.1E+05,7.52E+00,,,,,1.63E+01,3.02E+00,2.24E-01,,7.39E-01,8.07E-01,-1.16E-02,-1.11E-02,,,,,,,,,,,,,,,,,
745,3891,437,,CWUF,0.402,2.7E+03,2.1E+04,7.50E+00,5.76E-01,7.20E-01,-2.96E-02,-2.66E-02,2.43E-03,2.16E-03,1.57E-02,,2.03E-01,1.74E-01,2.04E-02,2.21E-02,,,,,,,,,,,,,,,,,
746,3592,311,,CWSF,0.266666667,1.3E+03,0.0E+00,7.47E+00,,,,,4.68E-03,2.98E-03,6.04E-02,,1.02E-01,2.60E-02,1.83E-01,3.92E-01,1.40E-02,4.40E-03,1.55E-01,2.92E-01,,,,,,,,,,,,,
747,3534,311,,CWSF,0.1975,4.2E+03,0.0E+00,7.46E+00,,,,,,,,,1.77E-01,9.04E-02,9.03E-02,1.29E-01,6.29E-02,3.17E-02,9.19E-02,1.32E-01,,,,,,,,,,,,,
748,2716,209,,CWSF,0.065,4.0E+04,9.5E+04,7.46E+00,,,,,1.42E+00,0.00E+00,,,,,,,5.84E-01,8.00E-03,5.75E-01,9.66E+00,,,,,,,,,,,,,
749,3809,414,,CWUF,0.61,3.2E+03,3.6E+04,7.43E+00,1.97E+00,7.73E-01,1.26E-01,2.09E-01,2.44E-01,1.05E-01,1.14E-01,,,,,,,,,,,,,,,,,,,,,,
750,3598,311,,CWSF,0.1,1.3E+03,0.0E+00,7.40E+00,,,,,4.78E-03,9.35E-04,2.20E-01,,6.72E-02,7.67E-03,2.93E-01,1.05E+00,2.98E-02,4.52E-03,2.55E-01,7.56E-01,,,,,,,,,,,,,
751,3593,311,,CWSF,0.2,1.3E+03,0.0E+00,7.20E+00,,,,,3.12E-03,1.73E-04,4.02E-01,,1.31E-01,1.84E-02,2.72E-01,8.49E-01,3.93E-02,1.04E-02,1.84E-01,3.84E-01,,,,,,,,,,,,,
752,3839,425,,CWUF,0.457,3.6E+03,3.2E+04,7.17E+00,1.38E+00,9.99E-01,4.55E-02,5.37E-02,1.44E-02,8.64E-03,7.13E-02,,,,,,,,,,,,,,,,,,,,,,
753,3843,425,,CWUF,0.457,3.6E+03,3.2E+04,7.17E+00,1.67E+00,1.31E+00,3.38E-02,3.82E-02,1.62E-02,1.04E-02,6.13E-02,,,,,,,,,,,,,,,,,,,,,,
754,3594,311,,CWSF,0.2075,1.3E+03,0.0E+00,7.11E+00,,,,,7.98E-03,4.46E-03,8.18E-02,,1.20E-01,2.58E-02,2.17E-01,5.17E-01,1.81E-02,7.49E-03,1.24E-01,2.00E-01,,,,,,,,,,,,,
755,3808,414,,CWUF,0.61,3.2E+03,3.9E+04,6.92E+00,2.40E+00,6.74E-01,1.83E-01,3.69E-01,4.77E-01,6.40E-02,2.90E-01,,,,,,,,,,,,,,,,,,,,,,
756,2661,206,,CWSF,0.7,2.4E+04,8.9E+05,6.88E+00,,,,,2.66E+00,1.08E+00,1.31E-01,,,,,,,,,,,,,,,,,,,,,,
757,2777,302,,CWSF,0.3,1.5E+04,2.3E+05,6.86E+00,9.96E+00,8.45E+00,2.39E-02,2.59E-02,3.97E-02,6.21E-03,2.70E-01,,2.51E+00,2.67E+00,-8.92E-03,-8.65E-03,,,,,,,,,,,,,,,,,
758,2797,302,,CWSF,0.3,1.5E+04,2.3E+05,6.86E+00,9.96E+00,8.76E+00,1.86E-02,1.99E-02,3.97E-02,6.21E-03,2.70E-01,,2.51E+00,2.55E+00,-1.97E-03,-1.96E-03,,,,,,,,,,,,,,,,,
759,3610,311,,CWSF,0.193333333,9.4E+02,0.0E+00,6.63E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,3573,311,,CWSF,0.2,1.3E+03,0.0E+00,6.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,2720,209,,CWSF,0.17,2.3E+05,1.7E+06,6.38E+00,,,,,5.73E+00,1.82E-01,5.41E-01,,1.23E+01,0.00E+00,,,3.80E+00,2.16E-01,4.49E-01,2.60E+00,,,,,,,,,,,,,
762,3849,426,,CWUF,0.457,3.6E+03,4.6E+04,6.33E+00,1.39E+00,7.01E-01,1.08E-01,1.56E-01,9.72E-03,9.72E-03,0.00E+00,,,,,,,,,,,,,,,,,,,,,,
763,3848,426,,CWUF,0.457,3.6E+03,4.6E+04,6.33E+00,1.33E+00,6.26E-01,1.19E-01,1.78E-01,1.66E-02,9.72E-03,8.42E-02,,,,,,,,,,,,,,,,,,,,,,
764,3852,426,,CWUF,0.457,3.6E+03,4.6E+04,6.33E+00,1.33E+00,7.01E-01,1.01E-01,1.42E-01,1.66E-02,9.72E-03,8.42E-02,,,,,,,,,,,,,,,,,,,,,,
765,3853,426,,CWUF,0.457,3.6E+03,4.6E+04,6.33E+00,1.39E+00,8.99E-01,6.92E-02,8.68E-02,3.60E-02,3.60E-02,0.00E+00,,,,,,,,,,,,,,,,,,,,,,
766,3813,414,,CWUF,0.61,3.2E+03,4.5E+04,6.22E+00,2.44E+00,1.12E+00,1.25E-01,1.89E-01,2.29E-01,4.29E-02,2.70E-01,,,,,,,,,,,,,,,,,,,,,,
767,3811,414,,CWUF,0.61,3.2E+03,4.3E+04,6.19E+00,3.30E+00,1.31E+00,1.49E-01,2.44E-01,1.33E-01,9.60E-04,7.97E-01,,,,,,,,,,,,,,,,,,,,,,
768,3574,311,,CWSF,0.21,1.3E+03,0.0E+00,6.08E+00,,,,,,,,,5.22E-02,2.48E-02,1.22E-01,1.82E-01,1.63E-02,6.66E-03,1.47E-01,2.39E-01,,,,,,,,,,,,,
769,2707,207,,CWSF,0.33,5.0E+03,0.0E+00,6.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,2708,207,,CWSF,0.33,5.0E+03,0.0E+00,6.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,3550,311,,CWSF,0.193333333,9.1E+02,0.0E+00,6.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,3613,311,,CWSF,0.2,9.4E+02,0.0E+00,6.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,3572,311,,CWSF,0.266666667,1.3E+03,0.0E+00,5.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,2719,209,,CWSF,0.17,1.5E+05,1.3E+06,5.51E+00,,,,,4.87E+00,0.00E+00,,,1.56E+01,0.00E+00,,,,,,,,,,,,,,,,,,,
775,3844,425,,CWUF,0.457,3.6E+03,5.1E+04,5.48E+00,2.87E+00,1.72E+00,9.33E-02,1.22E-01,3.06E-02,3.37E-02,-1.74E-02,,,,,,,,,,,,,,,,,,,,,,
776,3845,425,,CWUF,0.457,3.6E+03,5.1E+04,5.48E+00,1.98E+00,1.10E+00,1.09E-01,1.48E-01,3.73E-02,3.17E-02,2.96E-02,,,,,,,,,,,,,,,,,,,,,,
777,3807,414,,CWUF,0.61,3.2E+03,4.9E+04,5.46E+00,3.76E+00,6.59E-01,3.19E-01,8.60E-01,1.51E-01,9.60E-04,9.26E-01,,,,,,,,,,,,,,,,,,,,,,
778,3629,311,,CWSF,0.1625,9.4E+02,0.0E+00,5.43E+00,,,,,,,,,6.99E-02,2.17E-02,2.16E-01,4.10E-01,4.12E-03,1.42E-02,-2.28E-01,-1.31E-01,,,,,,,,,,,,,
779,3553,311,,CWSF,0.2,9.1E+02,0.0E+00,5.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,3612,311,,CWSF,0.266666667,9.4E+02,0.0E+00,5.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,2770,302,,CWSF,0.3,1.5E+04,3.0E+05,5.28E+00,4.57E+00,4.93E+00,-1.42E-02,-1.37E-02,4.56E-01,1.61E-01,1.97E-01,,3.31E+00,1.46E+00,1.55E-01,2.40E-01,6.27E-01,1.15E+00,-1.16E-01,-8.65E-02,,,,,,,,,,,,,
782,2798,302,,CWSF,0.3,1.5E+04,3.1E+05,5.22E+00,1.71E+01,8.54E+00,1.33E-01,1.92E-01,8.29E-02,7.62E-03,4.57E-01,,4.42E+00,2.82E+00,8.61E-02,1.09E-01,,,,,,,,,,,,,,,,,
783,3865,431,,CWUF,0.635,2.1E+03,3.3E+04,5.20E+00,,,,,,1.82E-01,#DIV/0!,,,3.63E-01,,,,,,,,,,,,,,,,,,,
784,2760,302,,CWSF,0.3,1.5E+04,3.1E+05,5.19E+00,1.54E+01,4.98E+00,2.18E-01,4.04E-01,1.39E-01,2.23E-01,-9.09E-02,,3.43E+00,2.15E+00,8.99E-02,1.15E-01,2.41E+00,1.61E+00,7.73E-02,9.51E-02,,,,,,,,,,,,,
785,2780,302,,CWSF,0.3,1.5E+04,3.1E+05,5.19E+00,1.54E+01,7.07E+00,1.51E-01,2.28E-01,1.39E-01,1.54E-01,-1.93E-02,,3.43E+00,2.30E+00,7.66E-02,9.40E-02,2.41E+00,2.30E+00,8.57E-03,8.76E-03,,,,,,,,,,,,,
786,2772,302,,CWSF,0.3,1.5E+04,3.2E+05,5.02E+00,8.58E+00,6.29E+00,6.18E-02,7.25E-02,2.80E-01,7.14E-03,7.31E-01,,2.70E+00,3.28E+00,-3.92E-02,-3.56E-02,1.14E+00,2.64E+00,-1.67E-01,-1.13E-01,,,,,,,,,,,,,
787,2792,302,,CWSF,0.3,1.5E+04,3.2E+05,5.02E+00,8.58E+00,3.68E+00,1.69E-01,2.66E-01,2.80E-01,1.07E-01,1.92E-01,,2.70E+00,2.71E+00,-1.18E-03,-1.18E-03,1.14E+00,2.64E+00,-1.67E-01,-1.13E-01,,,,,,,,,,,,,
788,2195,26,,CWSF,,6.3E+04,6.3E+05,5.00E+00,,,,,,,,,2.10E+01,2.41E+00,4.33E-01,1.54E+00,,,,,,,,,,,,,,,,,
789,3614,311,,CWSF,0.1925,9.4E+02,0.0E+00,4.98E+00,,,,,,,,,1.19E-01,3.52E-02,2.45E-01,4.80E-01,1.65E-02,9.88E-03,1.03E-01,1.34E-01,,,,,,,,,,,,,
790,2773,302,,CWSF,0.3,1.5E+04,3.3E+05,4.93E+00,3.17E-01,5.15E-03,8.35E-01,1.23E+01,3.17E-01,5.15E-03,8.35E-01,,3.67E+00,1.70E+00,1.56E-01,2.35E-01,2.91E+00,1.13E+00,1.91E-01,3.18E-01,,,,,,,,,,,,,
791,2793,302,,CWSF,0.3,1.5E+04,3.3E+05,4.93E+00,1.93E+01,7.83E+00,1.83E-01,2.97E-01,3.17E-01,5.15E-03,8.35E-01,,3.67E+00,2.32E+00,9.33E-02,1.19E-01,2.91E+00,2.11E+00,6.52E-02,7.69E-02,,,,,,,,,,,,,
792,2801,302,,CWSF,0.3,1.5E+04,4.0E+05,4.90E+00,1.45E+01,7.71E+00,1.30E-01,1.81E-01,4.37E-01,7.25E-02,3.67E-01,,4.00E+00,2.65E+00,8.39E-02,1.04E-01,1.59E+00,1.69E+00,-1.31E-02,-1.27E-02,,,,,,,,,,,,,
793,2803,302,,CWSF,0.3,1.5E+04,4.0E+05,4.88E+00,1.64E+01,7.83E+00,1.52E-01,2.25E-01,4.37E-01,1.53E-01,2.15E-01,,4.00E+00,2.71E+00,7.96E-02,9.73E-02,1.59E+00,1.99E+00,-4.61E-02,-4.12E-02,,,,,,,,,,,,,
794,3861,427,,CWUF,0.381,4.5E+03,4.5E+05,4.85E+00,4.59E+00,4.21E+00,1.77E-02,1.85E-02,4.19E-01,7.97E-01,-1.33E-01,,3.68E+00,3.05E+00,3.92E-02,4.31E-02,,,,,,,,,,,,,,,,,
795,3854,426,,CWUF,0.457,3.6E+03,8.3E+04,4.74E+00,2.26E+00,9.42E-01,1.84E-01,2.94E-01,7.43E-02,4.67E-02,9.80E-02,,,,,,,,,,,,,,,,,,,,,,
796,3855,426,,CWUF,0.457,3.6E+03,8.3E+04,4.74E+00,2.26E+00,1.04E+00,1.64E-01,2.49E-01,8.08E-02,4.70E-02,1.14E-01,,,,,,,,,,,,,,,,,,,,,,
797,2776,302,,CWSF,0.3,1.5E+04,3.5E+05,4.65E+00,1.69E+01,1.18E+01,7.76E-02,9.34E-02,8.87E-03,1.00E-02,-2.67E-02,,3.55E+00,3.22E+00,2.13E-02,2.24E-02,,,,,,,,,,,,,,,,,
798,3866,431,,CWUF,0.635,2.1E+03,3.9E+04,4.46E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,3554,311,,CWSF,0.2025,9.1E+02,0.0E+00,4.41E+00,,,,,,,,,4.98E-02,3.31E-02,9.25E-02,1.14E-01,1.57E-02,1.04E-02,9.29E-02,1.15E-01,,,,,,,,,,,,,
800,2796,302,,CWSF,0.3,1.5E+04,3.6E+05,4.40E+00,1.69E+01,1.06E+01,1.07E-01,1.36E-01,8.87E-03,1.11E-02,-5.09E-02,,3.55E+00,3.77E+00,-1.39E-02,-1.35E-02,,,,,,,,,,,,,,,,,
801,3810,414,,CWUF,0.61,3.2E+03,6.2E+04,4.33E+00,2.09E+00,1.73E+00,4.38E-02,4.82E-02,6.40E-02,1.92E-03,8.09E-01,,,,,,,,,,,,,,,,,,,,,,
802,3552,311,,CWSF,0.266666667,9.1E+02,0.0E+00,4.33E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,3591,311,,CWSF,0.17,1.3E+03,0.0E+00,4.30E+00,,,,,2.02E-02,4.37E-03,3.56E-01,,1.16E-01,3.41E-02,2.85E-01,5.60E-01,6.56E-03,7.19E-03,-2.14E-02,-2.04E-02,,,,,,,,,,,,,
804,3812,414,,CWUF,0.61,3.2E+03,6.9E+04,4.09E+00,3.95E+00,1.23E+00,2.86E-01,5.43E-01,4.42E-01,3.84E-02,5.97E-01,,,,,,,,,,,,,,,,,,,,,,
805,2799,302,,CWSF,0.3,1.5E+04,4.0E+05,4.04E+00,2.29E+01,1.08E+01,1.86E-01,2.76E-01,3.62E-01,1.46E-01,2.25E-01,,5.42E+00,3.59E+00,1.02E-01,1.26E-01,,,,,,,,,,,,,,,,,
806,2779,302,,CWSF,0.3,1.5E+04,4.0E+05,4.03E+00,2.29E+01,1.11E+01,1.79E-01,2.62E-01,3.62E-01,9.77E-03,8.97E-01,,5.42E+00,3.13E+00,1.37E-01,1.83E-01,,,,,,,,,,,,,,,,,
807,3806,414,,CWUF,0.61,3.2E+03,6.8E+04,3.96E+00,2.30E+00,1.61E+00,8.94E-02,1.07E-01,7.04E-02,2.24E-03,8.70E-01,,,,,,,,,,,,,,,,,,,,,,
808,2681,206,,CWSF,0.63,1.9E+04,1.1E+06,3.91E+00,1.05E+01,8.59E+00,5.20E-02,5.76E-02,8.25E+00,6.64E+00,5.54E-02,,1.86E-01,7.52E-02,2.32E-01,3.78E-01,9.79E-02,3.13E-02,2.92E-01,5.44E-01,,,,,,,,,,,,,
809,3805,414,,CWUF,0.61,3.2E+03,6.9E+04,3.88E+00,3.72E+00,1.39E+00,2.54E-01,4.34E-01,4.56E-01,1.22E-02,9.33E-01,,,,,,,,,,,,,,,,,,,,,,
810,4291,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,3.02E-01,1.21E-01,2.38E-01,3.89E-01,1.18E-04,4.26E-04,-3.35E-01,,1.82E-02,1.77E-02,7.96E-03,8.08E-03,5.27E-02,5.07E-02,1.02E-02,1.04E-02,,,,,,,,,,,,,
811,4309,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,3.02E-01,1.13E-01,2.56E-01,4.36E-01,1.18E-04,2.24E-04,-1.68E-01,,1.82E-02,1.73E-02,1.31E-02,1.34E-02,5.27E-02,5.01E-02,1.33E-02,1.37E-02,,,,,,,,,,,,,
812,4317,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,3.02E-01,1.12E-01,2.60E-01,4.46E-01,1.18E-04,5.09E-04,-3.82E-01,,1.82E-02,1.46E-02,5.75E-02,6.44E-02,5.27E-02,4.27E-02,5.51E-02,6.13E-02,,,,,,,,,,,,,
813,4335,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,3.02E-01,1.44E-01,1.94E-01,2.87E-01,1.18E-04,2.40E-04,-1.86E-01,,1.82E-02,1.73E-02,1.34E-02,1.38E-02,5.27E-02,4.98E-02,1.48E-02,1.53E-02,,,,,,,,,,,,,
814,4425,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,6.05E-01,1.94E-01,2.97E-01,5.52E-01,2.36E-04,4.45E-04,-1.65E-01,,3.65E-02,2.97E-02,5.39E-02,5.98E-02,1.05E-01,8.49E-02,5.65E-02,6.31E-02,,,,,,,,,,,,,
815,4443,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,6.05E-01,2.14E-01,2.71E-01,4.76E-01,2.36E-04,5.83E-04,-2.36E-01,,3.65E-02,3.03E-02,4.84E-02,5.32E-02,1.05E-01,8.54E-02,5.48E-02,6.10E-02,,,,,,,,,,,,,
816,4461,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,6.05E-01,2.49E-01,2.31E-01,3.72E-01,2.36E-04,1.38E-03,-4.61E-01,,3.65E-02,2.92E-02,5.82E-02,6.51E-02,1.05E-01,8.51E-02,5.58E-02,6.22E-02,,,,,,,,,,,,,
817,4290,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,4.48E-01,3.69E-01,5.05E-02,5.58E-02,1.79E-03,3.80E-03,-1.96E-01,,1.32E-02,1.06E-02,5.72E-02,6.40E-02,3.76E-02,3.08E-02,5.17E-02,5.71E-02,,,,,,,,,,,,,
818,4308,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,4.48E-01,3.60E-01,5.70E-02,6.38E-02,1.79E-03,4.02E-03,-2.10E-01,,1.32E-02,1.06E-02,5.72E-02,6.39E-02,3.76E-02,3.09E-02,5.11E-02,5.65E-02,,,,,,,,,,,,,
819,4334,530,,CWSF,0.15,2.3E+01,3.3E+02,3.83E+00,4.48E-01,3.68E-01,5.08E-02,5.61E-02,1.79E-03,4.81E-03,-2.57E-01,,1.32E-02,1.05E-02,5.91E-02,6.64E-02,3.76E-02,3.05E-02,5.39E-02,5.99E-02,,,,,,,,,,,,,
820,4424,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,8.95E-01,7.18E-01,5.78E-02,6.46E-02,3.59E-03,9.65E-03,-2.58E-01,,2.64E-02,2.10E-02,5.97E-02,6.71E-02,7.51E-02,6.10E-02,5.43E-02,6.03E-02,,,,,,,,,,,,,
821,4442,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,8.95E-01,7.44E-01,4.85E-02,5.33E-02,3.59E-03,2.56E-03,8.76E-02,,2.64E-02,2.08E-02,6.27E-02,7.09E-02,7.51E-02,5.94E-02,6.14E-02,6.92E-02,,,,,,,,,,,,,
822,4460,530,,CWSF,0.3,2.3E+01,6.6E+02,3.83E+00,8.95E-01,7.40E-01,4.98E-02,5.49E-02,3.59E-03,6.46E-03,-1.53E-01,,2.64E-02,2.15E-02,5.40E-02,6.00E-02,7.51E-02,6.24E-02,4.85E-02,5.33E-02,,,,,,,,,,,,,
823,2768,302,,CWSF,0.3,1.5E+04,4.5E+05,3.55E+00,1.42E+01,7.19E+00,1.92E-01,2.76E-01,9.54E-01,1.90E-01,4.55E-01,,4.38E+00,4.75E+00,-2.26E-02,-2.17E-02,2.97E+00,3.80E+00,-6.99E-02,-6.19E-02,,,,,,,,,,,,,
824,3691,400,,CWUF,0.305,2.0E+03,2.1E+04,3.50E+00,2.20E+00,5.78E-01,3.82E-01,8.01E-01,1.27E+00,3.46E-01,3.72E-01,,3.46E-01,3.40E-02,6.63E-01,2.62E+00,2.48E-01,3.20E-02,5.85E-01,1.93E+00,,,,,,,,,,,,,
825,3693,400,,CWUF,0.305,2.0E+03,2.1E+04,3.50E+00,2.95E+00,5.59E-01,4.75E-01,1.22E+00,1.61E+00,4.26E-01,3.79E-01,,3.46E-01,3.07E-02,6.92E-01,2.94E+00,2.58E-01,1.53E-02,8.07E-01,4.54E+00,,,,,,,,,,,,,
826,2788,302,,CWSF,0.3,1.5E+04,4.8E+05,3.37E+00,1.42E+01,7.84E+00,1.77E-01,2.42E-01,9.54E-01,7.25E-01,8.15E-02,,4.38E+00,4.48E+00,-6.46E-03,-6.39E-03,2.97E+00,3.69E+00,-6.48E-02,-5.82E-02,,,,,,,,,,,,,
827,3838,425,,CWUF,0.457,3.6E+03,6.9E+04,3.34E+00,2.94E+00,1.52E+00,1.98E-01,2.81E-01,3.74E-02,1.87E-02,2.07E-01,,,,,,,,,,,,,,,,,,,,,,
828,3842,425,,CWUF,0.457,3.6E+03,6.9E+04,3.34E+00,2.94E+00,1.42E+00,2.17E-01,3.19E-01,3.74E-02,1.87E-02,2.07E-01,,,,,,,,,,,,,,,,,,,,,,
829,3910,453,,CWUF,0.813,1.9E+04,0.0E+00,3.30E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,3895,437,,CWUF,0.40875,2.7E+03,8.7E+04,3.24E+00,2.64E+00,1.45E+00,1.84E-01,2.51E-01,1.03E-01,2.30E-02,4.62E-01,,9.86E-01,7.81E-01,7.18E-02,8.08E-02,,,,,,,,,,,,,,,,,
831,3571,311,,CWSF,0.18,1.3E+03,0.0E+00,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,3862,431,,CWUF,0.635,2.1E+03,5.4E+04,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,3894,437,,CWUF,0.508,2.7E+03,1.2E+05,3.18E+00,3.70E+00,2.32E+00,1.47E-01,1.87E-01,1.55E-01,1.23E-01,7.37E-02,,1.32E+00,1.11E+00,5.54E-02,6.05E-02,,,,,,,,,,,,,,,,,
834,3768,408,,CWUF,0.701,3.9E+03,1.2E+05,3.10E+00,9.30E+00,5.51E+00,1.69E-01,2.22E-01,3.60E+00,2.42E+00,1.28E-01,,1.84E+00,1.58E+00,4.87E-02,5.26E-02,,,,,,,,,,,,,,,,,
835,3804,414,,CWUF,0.61,3.2E+03,8.8E+04,3.06E+00,6.02E+00,1.25E+00,5.15E-01,1.25E+00,1.09E+00,1.38E-01,6.76E-01,,,,,,,,,,,,,,,,,,,,,,
836,3836,425,,CWUF,0.457,3.6E+03,7.6E+04,3.04E+00,2.33E+00,1.75E+00,9.38E-02,1.08E-01,6.19E-02,1.03E-01,-1.67E-01,,,,,,,,,,,,,,,,,,,,,,
837,3840,425,,CWUF,0.457,3.6E+03,7.6E+04,3.04E+00,2.33E+00,1.11E+00,2.43E-01,3.60E-01,6.19E-02,8.24E-02,-9.42E-02,,,,,,,,,,,,,,,,,,,,,,
838,4063,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,1.61E-02,7.70E-03,2.48E-01,3.66E-01,,,,,,,,,,,,,,,,,
839,4064,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,7.70E-03,5.51E-03,1.13E-01,1.34E-01,,,,,,,,,,,,,,,,,
840,4065,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,5.51E-03,2.66E-03,2.45E-01,3.61E-01,,,,,,,,,,,,,,,,,
841,4066,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,1.28E-02,7.32E-03,1.89E-01,2.54E-01,,,,,,,,,,,,,,,,,
842,4067,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,7.32E-03,9.69E-03,-9.47E-02,-8.26E-02,,,,,,,,,,,,,,,,,
843,4068,523,,CWSF,0.1,2.8E+01,3.5E+02,2.97E+00,,,,,,,,,9.69E-03,2.28E-03,4.87E-01,1.09E+00,,,,,,,,,,,,,,,,,
844,1217,6,,CWSF,,1.2E+05,0.0E+00,2.80E+00,,,,,,,,,2.66E+00,0.00E+00,,#DIV/0!,1.21E+00,0.00E+00,,,,,,,,,,,,,,,
845,3874,433,,CWUF,0.509,2.5E+04,1.8E+06,2.58E+00,3.09E+01,5.84E+01,-2.47E-01,-1.82E-01,4.11E+00,2.88E-01,1.03E+00,,1.74E+01,1.99E+01,-5.26E-02,-4.92E-02,,,,,,,,,,,,,,,,,
846,2644,205,,CWSF,,9.3E+02,1.3E+04,2.56E+00,4.25E-01,3.07E-02,1.03E+00,5.01E+00,1.47E-02,1.11E-02,1.11E-01,,9.47E-02,9.43E-03,9.00E-01,3.53E+00,,,,,,,,,,,,,,,,,
847,3889,437,,CWUF,0.411,2.7E+03,8.4E+04,2.50E+00,3.71E+00,1.91E+00,2.65E-01,3.76E-01,6.29E-02,4.59E-03,1.05E+00,,9.34E-01,7.59E-01,8.30E-02,9.22E-02,,,,,,,,,,,,,,,,,
848,2791,302,,CWSF,0.3,1.5E+04,6.6E+05,2.43E+00,1.09E+01,7.13E+00,1.74E-01,2.16E-01,1.06E+00,6.00E-01,2.33E-01,,2.59E+00,2.12E+00,8.36E-02,9.27E-02,1.67E+00,2.12E+00,-9.82E-02,-8.74E-02,,,,,,,,,,,,,
849,2659,206,,CWSF,0.66,2.4E+04,2.4E+06,2.41E+00,2.20E+01,1.94E+01,5.15E-02,5.49E-02,1.72E+01,1.38E+01,9.03E-02,,3.89E-01,1.70E-01,3.43E-01,5.34E-01,2.04E-01,1.96E-02,9.72E-01,3.91E+00,,,,,,,,,,,,,
850,2771,302,,CWSF,0.3,1.5E+04,6.7E+05,2.38E+00,1.09E+01,6.57E+00,2.12E-01,2.76E-01,1.06E+00,4.97E-01,3.17E-01,,2.59E+00,2.02E+00,1.04E-01,1.19E-01,1.67E+00,1.84E+00,-4.12E-02,-3.92E-02,,,,,,,,,,,,,
851,2649,205,,CWSF,,9.3E+02,1.4E+04,2.34E+00,4.71E-01,5.46E-02,9.19E-01,3.25E+00,3.46E-02,2.37E-02,1.62E-01,,1.06E-01,1.12E-02,9.59E-01,3.61E+00,,,,,,,,,,,,,,,,,
852,3772,408,,CWUF,0.701,3.9E+03,1.7E+05,2.30E+00,1.55E+01,8.34E+00,2.70E-01,3.74E-01,9.95E+00,3.97E+00,3.99E-01,,2.70E+00,1.96E+00,1.41E-01,1.66E-01,,,,,,,,,,,,,,,,,
853,3769,408,,CWUF,0.701,3.9E+03,1.7E+05,2.20E+00,1.14E+01,3.52E+00,5.34E-01,1.02E+00,8.37E+00,1.99E+00,6.53E-01,,1.97E+00,1.49E+00,1.27E-01,1.46E-01,,,,,,,,,,,,,,,,,
854,3867,431,,CWUF,0.635,2.1E+03,8.0E+04,2.15E+00,,,,,0.00E+00,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,
855,2645,205,,CWSF,,9.3E+02,1.5E+04,2.12E+00,5.17E-01,7.85E-02,8.87E-01,2.63E+00,5.45E-02,3.63E-02,1.91E-01,,1.17E-01,1.29E-02,1.04E+00,3.78E+00,,,,,,,,,,,,,,,,,
856,3770,408,,CWUF,0.701,3.9E+03,1.7E+05,2.10E+00,1.93E+01,7.98E+00,4.20E-01,6.74E-01,1.58E+01,6.24E+00,4.41E-01,,3.22E+00,1.88E+00,2.57E-01,3.40E-01,,,,,,,,,,,,,,,,,
