Index,Reference Paper,Year,Country,Type,Depth,Surface Area,Flow,Hydraulic Residence Time (tau),L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR,,,,,,,,,,,,,
257,Lee et al ,2003,Taiwan,CWUF,0.65,3.11E+01,6.81E+02,8.50E+00,3.88E-01,2.95E-01,3.23E-02,3.72E-02,6.90E-03,3.17E-03,9.15E-02,1.38E-01,7.52E-02,3.95E-02,7.56E-02,1.06E-01,5.24E-02,3.58E-02,4.48E-02,5.45E-02,,,,,,,,,,,,,
258,,,Taiwan,CWUF,0.65,3.11E+01,1.36E+03,4.30E+00,8.13E-01,7.35E-01,2.36E-02,2.48E-02,6.34E-03,4.10E-03,1.01E-01,1.27E-01,1.47E-01,7.79E-02,1.47E-01,2.06E-01,1.08E-01,7.38E-02,8.79E-02,1.07E-01,,,,,,,,,,,,,
259,,,Taiwan,CWUF,0.65,3.11E+01,3.97E+02,1.47E+01,2.18E-01,1.74E-01,1.52E-02,1.70E-02,3.70E-03,1.31E-03,7.08E-02,1.25E-01,4.74E-02,1.96E-02,6.02E-02,9.67E-02,3.12E-02,1.91E-02,3.33E-02,4.29E-02,,,,,,,,,,,,,
260,Poach et al,2003,USA,CWUF,,1.21E+02,7.51E+02,6.00E+00,4.17E-02,4.56E-02,-1.47E-02,-1.41E-02,6.33E-03,2.85E-03,1.33E-01,2.03E-01,,,,,,,,,,,,,,,,,,,,,
261,,,USA,CWUF,,1.21E+02,8.60E+02,5.00E+00,5.43E-02,6.57E-02,-3.82E-02,-3.48E-02,1.29E-02,3.29E-03,2.73E-01,5.82E-01,,,,,,,,,,,,,,,,,,,,,
262,,,USA,CWUF,,2.41E+02,7.68E+02,1.20E+01,2.04E-01,5.89E-03,2.95E-01,2.80E+00,3.80E-03,2.94E-03,2.12E-02,2.41E-02,,,,,,,,,,,,,,,,,,,,,
263,,,USA,CWUF,,2.41E+02,8.46E+02,1.00E+01,2.71E-02,2.24E-02,1.89E-02,2.09E-02,7.14E-03,3.21E-03,8.00E-02,1.23E-01,,,,,,,,,,,,,,,,,,,,,
264,Greenway ,2005,Australia,CWSF,0.5,3.52E+02,-9.99E+02,1.00E+01,,,1.39E-01,3.00E-01,,,4.50E-01,8.90E+00,,,1.34E-02,1.43E-02,,,1.34E-02,1.43E-02,,,,,,,,,,,,,
265,,,Australia,CWSF,0.5,,-9.99E+02,1.20E+01,,,5.78E-02,8.33E-02,,,1.00E-01,1.94E-01,,,2.16E-02,2.47E-02,,,8.78E-03,9.26E-03,,,,,,,,,,,,,
266,,,Australia,CWSF,0.4,,-9.99E+02,7.00E+00,,,2.17E-01,5.10E-01,,,5.68E-01,7.48E+00,,,0.00E+00,0.00E+00,,,0.00E+00,0.00E+00,,,,,,,,,,,,,
267,,,Australia,CWSF,0.4,,-9.99E+02,7.00E+00,,,,,,,4.09E-01,2.36E+00,,,,,,,1.71E-02,1.82E-02,,,,,,,,,,,,,
268,,,Australia,CWSF,0.6,,-9.99E+02,3.00E+00,,,6.47E-02,7.14E-02,,,9.03E-01,4.67E+00,,,0.00E+00,0.00E+00,,,0.00E+00,0.00E+00,,,,,,,,,,,,,
269,,,Australia,CWSF,,,-9.99E+02,2.00E+01,,,7.14E-02,1.58E-01,,,1.04E-01,3.50E-01,,,6.93E-02,1.50E-01,,,3.47E-02,5.00E-02,,,,,,,,,,,,,
270,,,Australia,CWSF,,,-9.99E+02,3.00E+01,,,7.68E-02,3.00E-01,,,,,,,9.59E-03,1.11E-02,,,,,,,,,,,,,,,,,
271,Greenway and Woolley ,1999,Australia,CWSF,0.3,,-9.99E+02,3.00E+00,,,2.30E-01,3.31E-01,,,6.05E-01,1.71E+00,,,,,,,,,,,,,,,,,,,,,
272,,,Australia,CWSF,0.5,,-9.99E+02,7.00E+00,,,1.03E-01,1.51E-01,,,0.00E+00,0.00E+00,8.90E+00,7.50E+00,2.44E-02,2.67E-02,,,,,,,,,,,,,,,,,
273,,,Australia,CWUF,,,-9.99E+02,4.00E+00,,,5.00E-01,1.60E+00,,,,,8.90E+00,2.70E+00,2.98E-01,5.74E-01,,,2.66E-01,4.73E-01,,,,,,,,,,,,,
274,Chung et al ,2008,Hong Kong,CWUF,0.15,2.43E-01,-9.99E+02,1.00E+01,,,1.15E-01,2.17E-01,,,,,,,,,,,8.68E-02,1.38E-01,,,,,,,,,,,,,
275,,,Hong Kong,CWUF,0.15,2.43E-01,-9.99E+02,5.00E+00,,,2.03E-01,3.52E-01,,,,,,,,,,,1.06E-01,1.40E-01,,,,,,,,,,,,,
276,,,Hong Kong,CWUF,0.15,2.43E-01,-9.99E+02,1.00E+01,,,8.02E-02,1.23E-01,,,,,,,,,,,-1.49E-02,-1.38E-02,,,,,,,,,,,,,
277,,,Hong Kong,CWUF,0.15,2.43E-01,-9.99E+02,5.00E+00,,,1.23E-01,1.70E-01,,,,,,,,,,,-3.07E-02,-2.84E-02,,,,,,,,,,,,,
278,Beutel 2009,2009,USA,CWSF,0.573333333,7.95E+03,2.65E+05,6.70E+00,1.81E+00,4.11E-01,2.22E-01,5.09E-01,1.21E+00,5.88E-02,4.51E-01,2.92E+00,,,,,,,,,,,,,,,,,,,,,
279,,,USA,CWSF,0.666666667,6.96E+03,3.01E+05,6.30E+00,1.73E+00,6.29E-01,1.60E-01,2.77E-01,1.12E+00,1.57E-01,3.12E-01,9.75E-01,,,,,,,,,,,,,,,,,,,,,
280,,,USA,CWSF,1.7,1.40E+03,6.31E+05,1.60E+00,4.15E+00,3.46E+00,1.14E-01,1.25E-01,3.46E+00,2.42E+00,2.23E-01,2.68E-01,,,,,,,,,,,,,,,,,,,,,
281,Park and Polprasert,2008,Thailand,CWUF,0.4,2.84E-01,1.24E+01,3.50E+00,8.33E-04,2.86E-04,3.06E-01,5.48E-01,,,,,,,,,6.09E-04,4.42E-05,7.49E-01,3.65E+00,,,,,,,,,,,,,
282,,,Thailand,CWUF,0.4,2.84E-01,1.24E+01,3.50E+00,9.87E-04,3.33E-04,3.10E-01,5.60E-01,,,,,,,,,5.72E-04,2.55E-05,8.88E-01,6.11E+00,,,,,,,,,,,,,
283,Healy and Cawley,2002,Ireland,CWSF,0.3,2.80E+02,2.04E+04,1.51E+00,1.61E+00,1.15E+00,2.23E-01,2.66E-01,1.06E+00,7.47E-01,2.32E-01,2.77E-01,2.83E-01,2.59E-01,5.87E-02,6.14E-02,2.32E-01,2.59E-01,-7.29E-02,-6.90E-02,,,,,,,,,,,,,
284,,,Ireland,CWSF,0.8,3.08E+02,2.10E+04,4.36E+00,1.15E+00,1.02E+00,2.79E-02,2.97E-02,7.47E-01,6.95E-01,1.65E-02,1.72E-02,2.59E-01,2.45E-01,1.27E-02,1.31E-02,2.59E-01,2.04E-01,5.47E-02,6.18E-02,,,,,,,,,,,,,
285,,,Ireland,CWSF,0.3,4.70E+02,2.18E+04,2.44E+00,1.02E+00,8.26E-01,8.65E-02,9.63E-02,6.95E-01,5.35E-01,1.07E-01,1.23E-01,2.45E-01,2.58E-01,-2.12E-02,-2.07E-02,2.04E-01,1.80E-01,5.13E-02,5.46E-02,,,,,,,,,,,,,
286,Lansing and Martin,2006,USA,CWUF,,,3.95E+02,1.00E+01,,,,,2.62E-04,4.53E-04,-5.48E-02,-4.22E-02,,,,,2.75E-02,5.76E-03,1.56E-01,3.77E-01,,,,,,,,,,,,,
287,Knight et al,2003,USA,Lake,1.7,2.45E+07,1.20E+09,8.90E+00,4.84E+03,4.54E+03,7.10E-03,7.33E-03,4.28E+02,2.63E+02,5.46E-02,7.02E-02,2.60E+02,2.63E+02,-1.41E-03,-1.40E-03,,,,,,,,,,,,,,,,,
288,,,USA,Lake,2.2,1.54E+06,2.88E+08,2.30E+00,1.55E+03,1.56E+03,-4.41E-03,-4.39E-03,4.19E+01,2.13E+01,2.93E-01,4.19E-01,1.18E+02,1.06E+02,4.61E-02,4.87E-02,,,,,,,,,,,,,,,,,
289,,,USA,Lake,1.6,1.12E+08,1.72E+08,2.24E+02,5.97E+02,4.32E+02,1.44E-03,1.70E-03,1.08E+02,4.70E+00,1.40E-02,9.82E-02,2.54E+01,2.16E+01,7.16E-04,7.76E-04,1.36E+01,9.87E+00,1.44E-03,1.70E-03,,,,,,,,,,,,,
290,,,USA,Lake,2.1,1.41E+08,3.21E+08,1.31E+02,1.36E+03,1.28E+03,4.57E-04,4.71E-04,4.05E+01,3.78E+01,5.15E-04,5.33E-04,9.15E+01,4.58E+01,5.29E-03,7.63E-03,9.86E+01,1.76E+01,1.32E-02,3.51E-02,,,,,,,,,,,,,
291,,,USA,Lake,1.2,4.13E+06,1.04E+08,9.70E+00,3.33E+02,3.94E+02,-1.74E-02,-1.60E-02,1.04E+01,9.86E+00,5.10E-03,5.23E-03,1.04E+02,1.12E+02,-7.70E-03,-7.42E-03,6.50E+01,8.96E+01,-3.32E-02,-2.84E-02,,,,,,,,,,,,,
292,,,USA,Lake,1.3,1.81E+07,1.13E+08,7.41E+01,4.10E+02,2.31E+02,7.73E-03,1.04E-02,1.83E+02,3.60E+00,5.30E-02,6.73E-01,2.56E+01,9.90E+00,1.28E-02,2.14E-02,2.08E+01,4.50E+00,2.07E-02,4.89E-02,,,,,,,,,,,,,
293,,,USA,Lake,1.1,1.75E+07,5.48E+08,7.90E+00,3.02E+03,2.34E+03,3.21E-02,3.65E-02,5.48E+02,1.32E+02,1.80E-01,3.98E-01,1.73E+02,1.13E+02,5.41E-02,6.75E-02,1.07E+02,6.15E+01,6.95E-02,9.26E-02,,,,,,,,,,,,,
294,,,USA,Reservoir,2.4,3.89E+07,9.13E+08,3.56E+01,2.30E+03,1.67E+03,8.90E-03,1.05E-02,1.17E+03,1.53E+02,5.71E-02,1.86E-01,1.26E+02,1.31E+02,-1.13E-03,-1.11E-03,8.40E+01,5.58E+01,1.15E-02,1.42E-02,,,,,,,,,,,,,
295,,,USA,Lake,1.5,1.95E+06,2.88E+08,1.90E+00,1.34E+03,1.37E+03,-1.22E-02,-1.21E-02,2.69E+01,1.82E+01,2.06E-01,2.52E-01,1.01E+02,8.14E+01,1.14E-01,1.28E-01,,,,,,,,,,,,,,,,,
296,,,USA,Lake,5.7,1.74E+08,1.96E+10,1.98E+01,4.57E+04,3.72E+04,1.04E-02,1.15E-02,2.59E+04,1.60E+04,2.42E-02,3.10E-02,2.74E+03,2.20E+03,1.12E-02,1.25E-02,1.22E+03,1.07E+03,6.52E-03,6.96E-03,,,,,,,,,,,,,
297,,,USA,Lake,2.2,1.03E+07,4.02E+07,1.87E+02,1.39E+02,9.20E+01,2.21E-03,2.74E-03,,,,,1.45E+01,4.20E+00,6.63E-03,1.31E-02,,,,,,,,,,,,,,,,,
298,Knox,2008,USA,NWSF,0.6,2.00E+03,-9.99E+02,3.75E-02,,,1.59E+01,2.18E+01,,,2.44E+01,4.00E+01,,,1.15E+01,1.44E+01,,,,,,,,,,,,,,,,,
299,,,USA,NWSF,0.6,2.00E+03,-9.99E+02,1.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Diaz et al,2012,USA,CWSF,1,4.50E+04,3.50E+06,2.50E+00,5.84E+01,4.75E+01,8.30E-02,9.22E-02,4.84E+01,3.76E+01,1.00E-01,1.14E-01,3.38E+00,2.24E+00,1.66E-01,2.05E-01,1.74E+00,1.07E+00,1.94E-01,2.50E-01,,,,,,,,,,,,,
301,,,USA,CWSF,0.75,2.30E+04,1.21E+06,9.00E-01,8.46E+01,1.36E+01,2.03E+00,5.80E+00,6.73E+01,1.10E+01,2.02E+00,5.71E+00,1.52E+00,5.44E-01,1.14E+00,1.99E+00,9.42E-01,3.76E-01,1.02E+00,1.67E+00,,,,,,,,,,,,,
302,,,USA,CWSF,0.75,2.50E+04,4.83E+05,1.60E+00,2.65E+01,1.08E+01,5.63E-01,9.14E-01,1.99E+01,8.00E+00,5.68E-01,9.26E-01,4.47E-01,4.29E-01,2.58E-02,2.63E-02,2.78E-01,3.30E-01,-1.08E-01,-9.95E-02,,,,,,,,,,,,,
303,,,USA,CWSF,0.875,1.50E+06,8.39E+06,1.16E+01,3.24E+02,4.11E+01,1.78E-01,5.93E-01,2.85E+02,1.29E+01,2.67E-01,1.82E+00,9.14E+00,6.77E+00,2.59E-02,3.02E-02,3.83E+00,5.12E+00,-2.49E-02,-2.17E-02,,,,,,,,,,,,,
304,,,USA,CWSF,0.75,1.59E+06,2.96E+08,1.75E+01,1.09E+03,1.32E+03,-1.10E-02,-9.97E-03,2.96E+02,2.82E+01,1.34E-01,5.43E-01,2.43E+02,2.71E+02,-6.11E-03,-5.79E-03,9.52E+01,1.18E+02,-1.25E-02,-1.12E-02,,,,,,,,,,,,,
305,,,USA,CWSF,0.75,1.30E+06,2.45E+08,1.75E+01,8.98E+02,1.09E+03,-1.11E-02,-1.01E-02,2.44E+02,4.72E-01,3.57E-01,2.95E+01,2.00E+02,1.89E+02,3.41E-03,3.52E-03,6.97E+01,5.19E+01,1.68E-02,1.96E-02,,,,,,,,,,,,,
306,,,USA,CWSF,0.75,1.73E+06,3.65E+08,1.75E+01,1.33E+03,1.11E+03,1.04E-02,1.14E-02,3.61E+02,1.49E+02,5.06E-02,8.13E-02,2.97E+02,2.91E+02,1.10E-03,1.11E-03,1.16E+02,1.42E+02,-1.15E-02,-1.04E-02,,,,,,,,,,,,,
307,Kyambadde et al ,2005,Uganda,CWSUF,,7.50E+00,3.15E+02,2.71E+00,2.68E-02,6.98E-03,4.96E-01,1.05E+00,3.53E-04,1.70E-02,-1.43E+00,-3.61E-01,2.06E-02,6.23E-03,4.41E-01,8.49E-01,1.64E-02,4.35E-03,4.90E-01,1.02E+00,,,,,,,,,,,,,
308,,,Uganda,CWSUF,,7.50E+00,3.15E+02,2.71E+00,2.68E-02,1.04E-02,3.48E-01,5.79E-01,3.53E-04,3.78E-02,-1.72E+00,-3.66E-01,2.06E-02,1.10E-02,2.32E-01,3.24E-01,1.64E-02,8.25E-03,2.54E-01,3.66E-01,,,,,,,,,,,,,
309,,,Uganda,CWSUF,,7.50E+00,3.15E+02,2.71E+00,2.68E-02,1.22E-02,2.89E-01,4.39E-01,3.53E-04,5.67E-02,-1.87E+00,-3.67E-01,2.06E-02,1.10E-02,2.32E-01,3.24E-01,1.64E-02,9.00E-03,2.22E-01,3.04E-01,,,,,,,,,,,,,
310,Lu et al,2008,China,CWSF,,2.80E+03,-9.99E+02,2.00E+00,,,,,,,,,,,6.24E-01,1.24E+00,,,,,,,,,,,,,,,,,
311,,,China,CWSF,,2.80E+03,-9.99E+02,1.70E+00,,,,,,,,,,,3.82E-01,5.39E-01,,,,,,,,,,,,,,,,,
312,,,China,CWSF,,2.80E+03,-9.99E+02,2.20E+00,,,,,,,,,,,3.12E-01,4.49E-01,,,,,,,,,,,,,,,,,
313,,,China,CWSF,,2.80E+03,-9.99E+02,3.80E+00,,,,,,,,,,,2.17E-01,3.36E-01,,,,,,,,,,,,,,,,,
314,Salas and Martino ,1990,Argentina,Lake,7.8,7.57E+08,6.09E+10,3.54E+01,,,,,,,,,2.61E+04,,1.86E-02,2.64E-02,,,,,,,,,,,,,,,,,
315,,,Argentina,Lake,8.15,7.57E+08,1.93E+11,1.17E+01,,,,,,,,,8.29E+06,,2.32E-02,2.67E-02,,,,,,,,,,,,,,,,,
316,,,Brazil,Lake,6.9,1.49E+07,3.67E+08,1.02E+02,,,,,,,,,6.54E+02,,4.89E-03,6.35E-03,,,,,,,,,,,,,,,,,
317,,,Brazil,Lake,14.3,3.95E+07,7.73E+08,2.67E+02,,,,,,,,,6.20E+03,,4.95E-03,1.03E-02,,,,,,,,,,,,,,,,,
318,,,Brazil,Lake,22.8,3.84E+07,5.80E+09,5.51E+01,1.04E+04,,2.17E-03,2.30E-03,,,,,1.46E+05,,7.17E-03,8.79E-03,,,,,,,,,,,,,,,,,
319,,,Brazil,Lake,22.8,3.84E+07,6.68E+09,4.78E+01,,,,0.00E+00,,,,,3.41E+05,,1.67E-02,2.56E-02,,,,,,,,,,,,,,,,,
320,,,Brazil,Lake,21,3.33E+07,8.63E+09,2.96E+01,1.94E+04,,1.06E-02,1.24E-02,,,,,6.93E+05,,1.82E-02,2.41E-02,,,,,,,,,,,,,,,,,
321,,,Brazil,Lake,2.5,4.75E+06,5.94E+09,7.30E-01,1.42E+04,,-9.49E-02,-9.17E-02,,,,,2.47E+06,,2.64E-01,2.92E-01,,,,,,,,,,,,,,,,,
322,,,Brazil,Lake,9.8,3.85E+06,4.72E+09,2.92E+00,1.07E+04,,-1.71E-03,-1.71E-03,,,,,1.85E+06,,1.12E-01,1.33E-01,,,,,,,,,,,,,,,,,
323,,,Brazil,Lake,13.6,2.60E+07,4.65E+08,2.77E+02,6.51E+02,,2.62E-04,2.71E-04,,,,,1.02E+03,,3.26E-03,5.29E-03,,,,,,,,,,,,,,,,,
324,,,Brazil,Lake,9.2,1.15E+07,2.25E+09,1.72E+01,,,,,,,,,2.33E+05,,5.05E-02,8.03E-02,,,,,,,,,,,,,,,,,
325,,,Brazil,Lake,7.8,1.27E+07,1.18E+09,3.07E+01,1.24E+04,,1.46E-02,1.84E-02,,,,,1.02E+05,,4.06E-02,8.07E-02,,,,,,,,,,,,,,,,,
326,,,Brazil,Lake,12.5,2.08E+07,6.70E+08,1.42E+02,1.65E+03,,3.15E-06,3.15E-06,,,,,2.37E+03,,3.91E-03,5.23E-03,,,,,,,,,,,,,,,,,
327,,,Brazil,Lake,8.3,2.39E+08,7.38E+09,9.82E+01,,,,0.00E+00,,,,,6.94E+04,,6.63E-03,9.34E-03,,,,,,,,,,,,,,,,,
328,,,Brazil,Lake,9.2,2.60E+08,3.28E+10,2.66E+01,,,,0.00E+00,,,,,2.06E+06,,1.73E-02,2.20E-02,,,,,,,,,,,,,,,,,
329,,,Brazil,Lake,9.3,2.68E+08,1.18E+10,7.70E+01,,,,0.00E+00,,,,,2.41E+05,,7.62E-03,1.04E-02,,,,,,,,,,,,,,,,,
330,,,Brazil,Lake,8.6,2.50E+08,9.73E+09,8.07E+01,6.75E+04,,7.56E-03,1.04E-02,,,,,1.86E+05,,1.37E-02,2.52E-02,,,,,,,,,,,,,,,,,
331,,,Brazil,Lake,10.7,7.10E+06,5.84E+08,4.75E+01,1.40E+03,,2.18E-03,2.29E-03,,,,,6.63E+03,,9.53E-03,1.21E-02,,,,,,,,,,,,,,,,,
332,,,Brazil,Lake,4.9,2.78E+07,5.72E+08,8.69E+01,,,,,,,,,2.20E+03,,3.09E-03,3.54E-03,,,,,,,,,,,,,,,,,
333,,,Brazil,Lake,4.9,2.36E+07,3.49E+08,1.21E+02,1.02E+03,,1.60E-03,1.76E-03,,,,,1.63E+03,,7.94E-03,1.33E-02,,,,,,,,,,,,,,,,,
334,,,Brazil,Lake,7.8,2.09E+07,2.47E+08,2.41E+02,1.86E+03,,4.67E-03,8.65E-03,,,,,1.43E+03,,7.54E-03,2.14E-02,,,,,,,,,,,,,,,,,
335,,,Brazil,Lake,16.8,3.50E+07,4.80E+08,4.47E+02,2.20E+03,,1.67E-03,2.48E-03,,,,,4.31E+03,,4.24E-03,1.26E-02,,,,,,,,,,,,,,,,,
336,,,Brazil,Lake,5.7,6.70E+06,6.47E+08,2.15E+01,,,,,,,,,1.29E+04,,2.95E-02,4.13E-02,,,,,,,,,,,,,,,,,
337,,,Brazil,Lake,5.4,4.10E+06,7.91E+08,1.02E+01,2.08E+03,,1.39E-02,1.50E-02,,,,,1.19E+04,,2.07E-02,2.30E-02,,,,,,,,,,,,,,,,,
338,,,Brazil,Lake,26.4,1.68E+08,2.31E+09,7.02E+02,4.69E+03,,3.70E-04,4.23E-04,,,,,4.99E+03,,1.82E-03,3.70E-03,,,,,,,,,,,,,,,,,
339,,,Brazil,Lake,8.9,2.11E+07,3.05E+08,2.24E+02,,,,,,,,,4.60E+02,,1.52E-03,1.82E-03,,,,,,,,,,,,,,,,,
340,,,Brazil,Lake,8.3,2.05E+07,2.11E+08,2.94E+02,4.36E+02,,8.96E-04,1.02E-03,,,,,2.72E+02,,2.05E-03,2.81E-03,,,,,,,,,,,,,,,,,
341,,,Brazil,Lake,2.2,8.80E+06,1.43E+08,4.93E+01,3.04E+02,,8.60E-03,1.07E-02,,,,,2.51E+02,,4.80E-03,5.42E-03,,,,,,,,,,,,,,,,,
342,,,Colombia,Lake,1,1.00E+07,2.44E+08,1.50E+01,2.11E+03,,1.64E-02,1.86E-02,,,,,4.40E+03,,1.67E-02,1.90E-02,,,,,,,,,,,,,,,,,
343,,,Ecuador,Lake,20,2.60E+06,1.07E+07,1.77E+03,,,,,,,,,1.49E+02,,6.33E-04,1.17E-03,,,,,,,,,,,,,,,,,
344,,,Ecuador,Lake,20.14,3.80E+06,4.86E+07,5.75E+02,,,,,,,,,2.01E+03,,3.09E-03,8.53E-03,,,,,,,,,,,,,,,,,
345,,,Mexico,Lake,0.67,1.06E+07,-9.99E+02,,4.30E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,Mexico,Lake,1.69,1.43E+07,-9.99E+02,,7.25E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,Mexico,Lake,4.2,1.06E+09,4.03E+08,4.03E+03,1.06E+04,,5.94E-04,2.47E-03,,,,,1.03E+03,,4.34E-04,1.18E-03,,,,,,,,,,,,,,,,,
348,,,Mexico,Lake,4.43,1.08E+09,3.00E+08,5.82E+03,1.53E+04,,4.82E-04,2.66E-03,,,,,1.24E+03,,3.57E-04,1.20E-03,,,,,,,,,,,,,,,,,
349,,,Mexico,Lake,20.64,1.12E+07,2.35E+06,3.60E+04,5.39E+02,,1.32E-04,3.16E-03,,,,,1.61E+01,,1.07E-04,1.30E-03,,,,,,,,,,,,,,,,,
350,,,Mexico,Lake,16,8.00E+06,-9.99E+02,,2.93E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,Mexico,Lake,5,4.82E+06,9.27E+07,9.49E+01,1.29E+03,,1.13E-02,2.03E-02,,,,,3.36E+03,,6.17E-03,8.39E-03,,,,,,,,,,,,,,,,,
352,,,Puerto Rico,Lake,10,3.07E+06,3.41E+08,3.29E+01,1.66E+03,,1.78E-02,2.42E-02,,,,,3.54E+04,,1.08E-02,1.30E-02,,,,,,,,,,,,,,,,,
353,,,Puerto Rico,Lake,6.14,2.43E+06,2.76E+08,1.97E+01,1.55E+03,,5.44E-02,9.75E-02,,,,,4.00E+04,,1.74E-02,2.08E-02,,,,,,,,,,,,,,,,,
354,,,Puerto Rico,Lake,1.2,2.24E+06,2.02E+07,4.85E+01,9.08E+01,,-7.36E-04,-7.23E-04,,,,,1.66E+01,,2.47E-02,4.79E-02,,,,,,,,,,,,,,,,,
355,,,USA,Lake,6.3,3.34E+08,8.66E+09,8.87E+01,4.93E+04,,2.93E-03,3.35E-03,,,,,3.47E+05,,1.17E-02,2.05E-02,,,,,,,,,,,,,,,,,
356,,,Venezuela,Lake,18.3,3.56E+08,-9.99E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,Venezuela,Lake,3.5,1.11E+06,3.24E+07,4.38E+01,7.79E+02,,6.68E-03,7.75E-03,,,,,1.22E+03,,1.10E-02,1.41E-02,,,,,,,,,,,,,,,,,
358,Lin et al ,2008,Taiwan,CWUF,0.4,5.00E+00,3.61E+01,8.08E+00,,,,,2.11E-03,1.19E-05,6.41E-01,2.19E+01,,,,,5.19E-04,2.86E-04,7.36E-02,1.01E-01,,,,,,,,,,,,,
359,,,Taiwan,CWUF,0.4,5.00E+00,5.11E-01,5.97E+00,,,,,2.83E-05,6.86E-07,6.23E-01,6.75E+00,,,,,1.54E-07,2.38E-07,-7.29E-02,-5.91E-02,,,,,,,,,,,,,
360,,,Taiwan,CWUF,0.4,5.00E+00,8.03E+01,3.64E+00,,,,,4.51E-03,2.33E-04,8.14E-01,5.04E+00,,,,,,,,,,,,,,,,,,,,,
361,,,Taiwan,CWUF,0.4,5.00E+00,2.12E+02,1.38E+00,,,,,1.29E-02,8.33E-03,3.16E-01,3.96E-01,,,,,2.26E-04,3.48E-05,1.36E+00,3.99E+00,,,,,,,,,,,,,
362,,,Taiwan,CWUF,0.4,5.00E+00,1.22E+02,2.39E+00,,,,,8.67E-03,3.12E-03,4.28E-01,7.46E-01,,,,,9.25E-04,1.88E-04,6.67E-01,1.64E+00,,,,,,,,,,,,,
363,,,Taiwan,CWUF,0.4,5.00E+00,4.87E+02,6.00E-01,,,,,3.58E-02,3.27E-02,1.47E-01,1.54E-01,,,,,3.75E-03,2.88E-03,4.38E-01,5.02E-01,,,,,,,,,,,,,
364,,,Taiwan,CWSF,0.5,5.00E+00,3.43E+01,7.98E+00,,,,,1.96E-03,2.35E-05,5.54E-01,1.03E+01,,,,,5.33E-04,2.70E-04,8.53E-02,1.22E-01,,,,,,,,,,,,,
365,,,Taiwan,CWSF,0.5,5.00E+00,4.56E+01,6.00E+00,,,,,2.46E-03,3.00E-05,7.35E-01,1.35E+01,,,,,,,,,,,,,,,,,,,,,
366,,,Taiwan,CWSF,0.5,5.00E+00,7.08E+01,3.87E+00,,,,,4.05E-03,3.98E-04,6.00E-01,2.37E+00,,,,,,,,,,,,,,,,,,,,,
367,,,Taiwan,CWSF,0.5,5.00E+00,2.14E+02,1.28E+00,,,,,1.32E-02,8.80E-03,3.20E-01,3.95E-01,,,,,2.23E-04,1.53E-04,2.96E-01,3.61E-01,,,,,,,,,,,,,
368,,,Taiwan,CWSF,0.5,5.00E+00,1.09E+02,2.51E+00,,,,,7.67E-03,5.15E-03,1.59E-01,1.96E-01,,,,,8.46E-04,4.81E-04,2.25E-01,3.02E-01,,,,,,,,,,,,,
369,,,Taiwan,CWSF,0.5,5.00E+00,4.56E+02,6.00E-01,,,,,3.34E-02,3.01E-02,1.76E-01,1.86E-01,,,,,3.50E-03,3.20E-03,1.49E-01,1.56E-01,,,,,,,,,,,,,
370,van Oostrom,1995,New Zealand,CWSF,0.4,2.88E+00,6.01E+01,7.00E+00,3.24E-02,1.66E-02,9.54E-02,1.36E-01,1.99E-02,1.04E-02,9.32E-02,1.32E-01,,,,,,,,,,,,,,,,,,,,,
371,,,New Zealand,CWSF,0.4,2.88E+00,6.01E+01,7.00E+00,3.24E-02,1.70E-02,9.26E-02,1.30E-01,1.99E-02,1.07E-02,8.88E-02,1.23E-01,,,,,,,,,,,,,,,,,,,,,
372,,,New Zealand,CWSF,0.4,2.88E+00,6.01E+01,7.00E+00,3.24E-02,1.61E-02,9.97E-02,1.44E-01,1.99E-02,1.09E-02,8.66E-02,1.19E-01,,,,,,,,,,,,,,,,,,,,,
373,,,New Zealand,CWSF,0.4,2.88E+00,6.01E+01,7.00E+00,3.24E-02,2.44E-02,4.09E-02,4.73E-02,1.99E-02,1.63E-02,2.87E-02,3.17E-02,,,,,,,,,,,,,,,,,,,,,
374,Ghosh and Gopal,2010,India,CWUF,0.61,1.63E+00,1.10E+02,1.00E+00,,,2.47E-01,2.80E-01,,,3.18E-01,3.75E-01,,,,,,,1.23E-01,1.31E-01,,,,,,,,,,,,,
375,,,India,CWUF,0.61,1.63E+00,5.48E+01,2.00E+00,,,5.06E-01,8.76E-01,,,6.82E-01,1.46E+00,,,,,,,1.19E-01,1.34E-01,,,,,,,,,,,,,
376,,,India,CWUF,0.61,1.63E+00,3.65E+01,3.00E+00,,,4.25E-01,8.58E-01,,,8.48E-01,3.91E+00,,,,,,,3.81E-01,7.12E-01,,,,,,,,,,,,,
