meta_analysis,references,study_area,longitude,latitude,water_body_type,hrt_d,water_depth_m,surface_area_m2,k_d,TN_retention_percent,temperature,cheng_cstr_k,cheng_N_load_kg_d,cheng_flow_m3_year
cheng,Abe et al 2008,Japan,,,CWSF,1.90E+00,0.1,4.80E+02,0.303,,,4.09E-01,4.83E-01,9.60E+03
shen,"Ai et al., 2020",Jiangsu,118.9,33.3,wetland,4,1.3,0.28,0.026,10,29.1,,,
cheng,Akratos  2007,Greece,,,CWUF,6.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,6.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,6.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,6.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,6.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,8.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,8.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,8.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,8.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,8.00E+00,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,1.40E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,1.40E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,1.40E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,1.40E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,1.40E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,2.00E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,2.00E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,2.00E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,2.00E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Akratos  2007,Greece,,,CWUF,2.00E+01,0.45,2.25E+00,,,,,,-9.99E+02
cheng,Andersen et al 2003,USA,,,CWSF,1.39E+01,0.716666667,9.90E+04,0.115,,,2.84E-01,1.03E+02,1.90E+06
cheng,Andersen et al 2003,,,,CWSF,2.23E+01,1.15,9.90E+04,0.0819,,,2.34E-01,1.46E+02,1.90E+06
cheng,Ansola et al 2003,Spain,,,CWSF,1.60E+00,,3.30E+00,1.95,,,1.35E+01,,-9.99E+02
cheng,Arheimer et al  2002,Sweden,,,CWSF,1.10E+00,1,4.00E+03,0.135,,,1.45E-01,3.45E+01,1.45E+06
cheng,Arheimer et al  2002,Sweden,,,CWSF,6.00E-01,1.5,1.00E+04,0,,,0.00E+00,1.31E+02,8.72E+06
cheng,Arheimer et al  2002,Sweden,,,CWSF,8.00E-01,1.5,1.00E+03,0.0251,,,2.53E-02,2.52E+01,6.10E+05
cheng,Arheimer et al  2002,Sweden,,,CWSF,5.00E+00,2.1,3.00E+03,0.0209,,,2.21E-02,2.40E+01,5.12E+05
cheng,Arheimer et al  2002,Sweden,,,CWSF,2.50E+00,0.8,8.00E+03,0.0857,,,9.55E-02,2.01E+01,8.82E+05
cheng,Arheimer et al  2002,Sweden,,,CWSF,3.90E+00,1,3.00E+04,0.0701,,,8.06E-02,3.54E+01,2.81E+06
cheng,Arheimer et al  2002,Sweden,,,CWSF,1.00E-01,0.7,4.00E+03,-0.377,,,-3.70E-01,2.13E+02,9.97E+06
cheng,Arheimer et al  2002,Sweden,,,CWSF,3.60E+00,1.5,5.00E+03,0.0232,,,2.42E-02,1.40E+01,6.79E+05
cheng,Bacahand and Horne 2000,USA,,,CWSF,9.64E-01,0.53,7.50E+02,0.0761,,,7.89E-02,4.30E+00,1.50E+05
shen,"Bai et al., 2020",Jilin,125.4,43.8,wetland,3,,1000,0.107,27.5,13.7,,,
shen,"Bai et al., 2020",Jilin,125.4,43.8,wetland,3,,1000,0.462,75,19,,,
cheng,Belmont et al  2004,Mexico,,,CWUF,2.30E+00,0.6,1.56E+01,0.0223,,,2.29E-02,1.96E-01,1.02E+03
cheng,Belmont et al  2004,Mexico,,,CWUF,2.30E+00,0.6,1.56E+01,0.0451,,,4.75E-02,1.96E-01,1.02E+03
cheng,Beutel 2009 2009,USA,,,CWSF,6.70E+00,0.573333333,7.95E+03,0.222,,,5.09E-01,1.81E+00,2.65E+05
cheng,Beutel 2009 2009,USA,,,CWSF,6.30E+00,0.666666667,6.96E+03,0.16,,,2.77E-01,1.73E+00,3.01E+05
cheng,Beutel 2009 2009,USA,,,CWSF,1.60E+00,1.7,1.40E+03,0.114,,,1.25E-01,4.15E+00,6.31E+05
cheng,Billore et al  1999,India,,,CWUF,1.40E+00,0.85,4.18E+01,0.682,,,1.14E+00,7.07E-01,4.82E+03
cheng,Bolan 2004,New Zealand,,,CWSF,9.00E+01,1.5,2096,,,,,,-999
cheng,Borin and Tocchetto ,Italy,,,CWSF,2.57E+01,0.4,3.20E+03,0.0884,,,3.39E-01,3.51E-01,1.40E+04
cheng,Braskerud 2002,Norway,,,CWSF,4.17E-01,,9.00E+02,0.0731,,,7.42E-02,4.21E+00,6.20E+05
cheng,Braskerud 2002,,,,CWSF,2.92E-01,,3.50E+02,0.14,,,1.43E-01,2.14E+00,6.60E+05
cheng,Bulc  2006,Slovenia,,,CWUF,7.33E+00,0.8,3.52E+02,0.0822,,,1.13E-01,8.56E-01,6.28E+02
shen,"Cai, 2008",Chongqing,106.9,29.6,wetland,1,1,5,0.747,52.6,23.8,,,
shen,"Cai, 2008",Chongqing,106.9,29.6,wetland,1.7,0.8,12,0.868,76.6,27.1,,,
cheng,Cameron et al  2003,Canada,,,CWSF,1.50E+01,,,0.0355,,,4.69E-02,,-9.99E+02
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,0.8,,,0.28,19.2,17,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,0.5,,,0.383,16.5,23,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,2.9,,,-0.011,-3.1,4,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,1.1,,,0.056,5.8,10,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,1,,,0.329,27.6,17,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,0.8,,,0.436,29.1,23,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,3,,,0.006,1.8,4,,,
shen,"Cao et al., 2000",Heilongjiang,126.6,45.8,wetland,2,,,0.078,14.2,10,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,5.6,2,70100,0.099,42.5,16,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,5.6,2,70100,0.084,37.5,27.7,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,5.6,2,70100,0.065,30.5,15.8,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,5.6,2,70100,0.022,11.4,5,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.2,1,60192,0.446,41.4,16,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.2,1,60192,0.668,55.1,27.7,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.2,1,60192,0.698,56.7,15.8,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.2,1,60192,0.151,16.6,5,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.9,0.5,,0.316,45.5,27.7,,,
shen,"Cao et al., 2005",Shandong,118.7,37.5,wetland,1.9,0.5,,0.483,60.4,15.8,,,
shen,"Cao et al., 2016",Inner Mongolia,107.4,40.8,wetland,0.5,,,0.089,4.4,17,,,
shen,"Cao et al., 2016",Inner Mongolia,107.4,40.8,wetland,1,,,0.093,8.9,17,,,
shen,"Cao et al., 2016",Inner Mongolia,107.4,40.8,wetland,1.5,,,0.083,11.7,17,,,
shen,"Cao et al., 2016",Inner Mongolia,107.4,40.8,wetland,2,,,0.072,13.4,17,,,
shen,"Cao et al., 2016",Inner Mongolia,107.4,40.8,wetland,2.5,,,0.059,13.7,17,,,
cheng,Chavan 2008,USA,,,CWSF,2.25E-01,0.12,1.60E+01,2.88,,,4.05E+00,1.11E-02,3.20E+03
cheng,Chavan 2008,,,,CWSF,2.25E-01,0.12,1.60E+01,3.01,,,4.31E+00,1.11E-02,3.20E+03
cheng,Chavan 2008,,,,CWSF,2.25E-01,0.12,1.60E+01,1.16,,,1.33E+00,1.43E-02,3.20E+03
cheng,Chavan 2008,,,,CWSF,2.25E-01,0.12,1.60E+01,1.2,,,1.38E+00,1.43E-02,3.20E+03
shen,"Chen et al., 2004",Yunnan,102.9,24.6,wetland,2.2,,10060,0.394,57.3,19,,,
shen,"Chen et al., 2004",Yunnan,102.9,24.6,wetland,7.7,,10060,0.288,89.1,19,,,
shen,"Chen et al., 2019",Henan,113.9,34,wetland,1,2,,0.84,56.8,,,,
shen,"Chen et al., 2022",Shanghai,121.5,31.2,wetland,40,0.25,,0.045,83.2,26.7,,,
shen,"Chen, 2009",Guangxi,110.6,25.5,wetland,5,0.4,400,0.074,31,19,,,
shen,"Chen, 2009",Guangxi,110.6,25.5,wetland,5,0.4,400,0.135,49,27,,,
shen,"Chen, 2015",Jiangsu,119.8,31.9,wetland,1.6,0.33,0.8,0.665,66.1,26.8,,,
shen,"Chen, 2018",Jiangsu,120,31.4,wetland,7.7,0.4,14.4,0.091,50.4,30,,,
shen,"Chen, 2018",Jiangsu,120,31.4,wetland,7.7,0.4,14.4,0.079,45.4,20,,,
shen,"Chen, 2018",Jiangsu,120,31.4,wetland,7.7,0.4,14.4,0.048,30.8,5,,,
shen,"Chen, 2018",Jiangsu,120,31.4,wetland,4.6,0.4,14.4,0.063,25.3,30,,,
shen,"Chu et al., 2017",Gansu,103.8,36.1,wetland,7,0.9,,0.41,94.3,19.2,,,
cheng,Chung et al  2008,Hong Kong,,,CWUF,1.00E+01,0.15,2.43E-01,0.115,,,2.17E-01,,-9.99E+02
cheng,Chung et al  2008,Hong Kong,,,CWUF,5.00E+00,0.15,2.43E-01,0.203,,,3.52E-01,,-9.99E+02
cheng,Chung et al  2008,Hong Kong,,,CWUF,1.00E+01,0.15,2.43E-01,0.0802,,,1.23E-01,,-9.99E+02
cheng,Chung et al  2008,Hong Kong,,,CWUF,5.00E+00,0.15,2.43E-01,0.123,,,1.70E-01,,-9.99E+02
shen,"Cui, 2013",Hubei,114.4,30.5,wetland,6,1.2,12,0.109,48,12,,,
shen,"Cui, 2013",Hubei,114.4,30.5,wetland,6,1.2,12,0.26,79,30,,,
shen,"Cui, 2017",Gansu,103.9,36,wetland,0.8,0.6,0.5,0.895,51.1,24.5,,,
shen,"Cui, 2017",Gansu,103.9,36,wetland,0.8,0.6,0.5,0.844,49.1,10,,,
shen,"Cui, 2020",Anhui,117.2,31.8,wetland,4,,,0.132,41,21.8,,,
shen,"Cui, 2020",Anhui,117.2,31.8,wetland,6,,,0.114,49.7,21.8,,,
shen,"Cui, 2020",Anhui,117.2,31.8,wetland,8,,,0.083,48.5,21.8,,,
shen,"Dai et al., 2008",Jiangsu,,,wetland,5,0.35,,0.287,76.2,30,,,
cheng,DeBusk et al 2004,USA,,,CWUF,8.00E-01,0.15,1.32E+01,,,,,,9.03E+02
cheng,DeBusk et al 2004,Spain,,,CWUF,5.00E-01,,3.30E+00,2.51,,,5.01E+00,,-9.99E+02
cheng,DeBusk et al 2004,Germany,,,CWUF,1.01E+01,1,670,0.276,,,1.50E+00,1.99E+00,7300
shen,"Deng et al., 2007",Sichuan,103,30,wetland,7,0.25,,0.35,91.4,24,,,
cheng,Devito et al  1989,Canada,,,NWSF,4.78E+01,1,3.81E+04,0.000942,,,9.63E-04,3.56E-01,3.01E+05
cheng,Devito et al  1989,Canada,,,NWSF,1.02E+02,3.2,8.30E+03,-0.00117,,,-1.10E-03,7.96E-02,9.75E+04
cheng,Diaz et al 2012,USA,,,CWSF,2.50E+00,1,4.50E+04,0.083,,,9.22E-02,5.84E+01,3.50E+06
cheng,Diaz et al 2012,USA,,,CWSF,9.00E-01,0.75,2.30E+04,2.03,,,5.80E+00,8.46E+01,1.21E+06
cheng,Diaz et al 2012,USA,,,CWSF,1.60E+00,0.75,2.50E+04,0.563,,,9.14E-01,2.65E+01,4.83E+05
cheng,Diaz et al 2012,USA,,,CWSF,1.16E+01,0.875,1.50E+06,0.178,,,5.93E-01,3.24E+02,8.39E+06
cheng,Diaz et al 2012,USA,,,CWSF,1.75E+01,0.75,1.59E+06,-0.011,,,-9.97E-03,1.09E+03,2.96E+08
cheng,Diaz et al 2012,USA,,,CWSF,1.75E+01,0.75,1.30E+06,-0.0111,,,-1.01E-02,8.98E+02,2.45E+08
cheng,Diaz et al 2012,USA,,,CWSF,1.75E+01,0.75,1.73E+06,0.0104,,,1.14E-02,1.33E+03,3.65E+08
cheng,Dierberg et al  2002,USA,,,CWSF,1.50E+00,1,3.76E+00,,,,,,7.00E+02
cheng,Dierberg et al  2002,USA,,,CWSF,3.50E+00,1,3.76E-01,,,,,,3.02E+01
cheng,Dierberg et al  2002,USA,,,CWSF,7.00E+00,1,3.76E-01,,,,,,1.51E+01
shen,"Ding et al., 2014",Shanghai,121.5,31.2,wetland,5,0.7,1,0.127,46.9,29.3,,,
shen,"Ding et al., 2014",Shanghai,121.5,31.2,wetland,4,0.7,1,0.438,82.6,29.3,,,
cheng,Drizo et al  1999,UK,,,CWUF,5.00E+00,0.5,5.00E-01,0.06,,,,,3.65E+00
shen,"Du, 2020",Jiangsu,120,31.5,wetland,71.3,1,21324.88,0.003,20,10.4,,,
shen,"Du, 2020",Jiangsu,120,31.5,wetland,71.3,1,21324.88,0.008,41.7,24.1,,,
cheng,El Hamouri et al  2007,Morocco,,,CWUF,9.00E+00,,,0.0275,,,3.11E-02,5.70E-01,3.27E+03
shen,"Fahim et al., 2020",Jiangsu,120.4,31.5,wetland,1.3,0.5,0.6,1.248,79,8.4,,,
shen,"Fan, 2018",Beijing,116.7,40.3,wetland,1.2,0.6,4.5,0.438,40.2,,,,
shen,"Fang et al., 2009",Fujian,118.9,27.4,wetland,1,0.35,,0.683,49.5,15,,,
shen,"Fang et al., 2009",Fujian,118.9,27.4,wetland,2,0.35,,0.444,58.9,15,,,
shen,"Fang et al., 2009",Fujian,118.9,27.4,wetland,4,0.35,,0.277,66.9,15,,,
shen,"Fang et al., 2009",Fujian,118.9,27.4,wetland,6,0.35,,0.211,71.9,15,,,
shen,"Fang et al., 2009",Fujian,118.9,27.4,wetland,8,0.35,,0.173,75,15,,,
shen,"Fang, 2006",Zhejiang,120.2,30.3,wetland,14,1.5,10000,0.038,41.5,25.5,,,
cheng,Farahbakhshazad et al  2000,Brazil,,,CWUF,2.55E+01,0.5,4.40E+02,,,,,,3.20E+03
cheng,Farahbakhshazad et al  2000,,,,CWUF,4.40E+00,,,0.097,,,1.21E-01,1.20E-01,2.40E+04
cheng,Farahbakhshazad et al  2000,,,,CWUF,3.50E+00,,,0.418,,,9.48E-01,1.54E-01,3.10E+04
cheng,Farahbakhshazad et al  2000,,,,CWUF,2.40E+00,,,0.228,,,3.03E-01,3.92E-02,4.50E+04
cheng,Farahbakhshazad et al  2000,,,,CWUF,1.20E+00,,,0.46,,,6.13E-01,7.02E-02,9.10E+04
cheng,Farahbakhshazad et al  2000,,,,CWUF,6.00E-01,,,1.29,,,1.94E+00,3.87E-01,1.80E+05
shen,"Feng and Zhang, 2012",Yunnan,,,wetland,15,0.45,,0.018,23.8,22,,,
shen,"Feng et al., 2018",Hunan,113.3,28.6,wetland,12.5,1,80,0.106,73.4,24.7,,,
shen,"Feng, 2012",Guangdong,113.4,23.1,wetland,1.8,1.2,700,0.623,68.2,29,,,
cheng,Fleischer et al 1994,,,,CWSF,1.72E+00,0.5,9.00E+03,0.0532,,,5.58E-02,5.13E+00,1.10E+05
cheng,Fleischer et al 1994,,,,CWSF,1.14E+00,0.9,4.70E+03,0.0228,,,2.31E-02,4.59E+01,2.90E+05
cheng,Fleischer et al 1994,,,,CWSF,2.87E-01,1.5,1.00E+04,0.226,,,2.33E-01,2.97E+02,1.90E+06
cheng,Fleischer et al 1994,,,,CWSF,5.08E-01,0.3,1.10E+02,0.461,,,5.20E-01,1.19E+00,2.20E+05
cheng,Fleischer et al 1994,,,,CWSF,1.40E+01,2.1,3.30E+03,0.00206,,,2.09E-03,9.27E+00,5.50E+04
cheng,Fleischer et al 1994,,,,CWSF,8.82E-01,1.5,9.10E+02,0.00495,,,4.96E-03,2.50E+01,6.20E+05
shen,"Fu, 2007",Shanghai,121.5,31.3,wetland,1.6,0.6,0.6,0.135,19,16,,,
shen,"Fu, 2007",Shanghai,121.5,31.3,wetland,1.6,0.6,0.6,0.692,66,28,,,
shen,"Fu, 2007",Shanghai,121.5,31.3,wetland,1.6,0.6,0.6,0.383,45,16,,,
shen,"Fu, 2007",Shanghai,121.5,31.3,wetland,1.6,0.6,0.6,0.135,19,7,,,
shen,"Gao et al., 2007",Yunnan,102.9,24.6,wetland,1,,13965,0.772,53.8,21.5,,,
shen,"Gao et al., 2018",,,,wetland,0.2,0.7,,1.255,23,28.5,,,
shen,"Gao et al., 2018",,,,wetland,0.3,0.7,,1.33,34,28.5,,,
shen,"Gao et al., 2018",,,,wetland,0.4,0.7,,1.391,44,28.5,,,
shen,"Gao et al., 2018",,,,wetland,0.5,0.7,,1.51,53,28.5,,,
shen,"Gao, 2016a",Shaanxi,108.9,34.2,wetland,2,0.08,,0.604,70.1,13.5,,,
shen,"Gao, 2016a",Shaanxi,108.9,34.2,wetland,4,0.08,,0.44,82.8,13.5,,,
shen,"Gao, 2016a",Shaanxi,108.9,34.2,wetland,5,0.08,,0.296,77.2,13.5,,,
shen,"Gao, 2016a",Shaanxi,108.9,34.2,wetland,7,0.1,,0.036,22.2,13.5,,,
shen,"Gao, 2016b",Hubei,112.3,30.3,wetland,2,1,374,0.324,47.7,26.1,,,
cheng,Ghosh and Gopal 2010,India,,,CWUF,1.00E+00,0.61,1.63E+00,0.247,,,2.80E-01,,1.10E+02
cheng,Ghosh and Gopal 2010,India,,,CWUF,2.00E+00,0.61,1.63E+00,0.506,,,8.76E-01,,5.48E+01
cheng,Ghosh and Gopal 2010,India,,,CWUF,3.00E+00,0.61,1.63E+00,0.425,,,8.58E-01,,3.65E+01
cheng,Ghosh and Gopal 2010,India,,,CWUF,4.00E+00,0.61,1.63E+00,0.458,,,1.31E+00,,2.74E+01
shen,"Gong et al., 2016",Hunan,113,28.1,wetland,5.3,1.5,1,0.025,12.5,8,,,
cheng,Greenway  2005,Australia,,,CWSF,1.00E+01,0.5,3.52E+02,0.139,,,3.00E-01,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,1.20E+01,0.5,,0.0578,,,8.33E-02,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,7.00E+00,0.4,,0.217,,,5.10E-01,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,7.00E+00,0.4,,,,,,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,3.00E+00,0.6,,0.0647,,,7.14E-02,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,2.00E+01,,,0.0714,,,1.58E-01,,-9.99E+02
cheng,Greenway  2005,Australia,,,CWSF,3.00E+01,,,0.0768,,,3.00E-01,,-9.99E+02
cheng,Greenway and Woolley  1999,Australia,,,CWSF,3.00E+00,0.3,,0.23,,,3.31E-01,,-9.99E+02
cheng,Greenway and Woolley  1999,Australia,,,CWSF,7.00E+00,0.5,,0.103,,,1.51E-01,,-9.99E+02
cheng,Gumbricht 1992,Sweden,,,CWSF,1.00E+00,0.6,12000,0.267,,,3.07E-01,5.88E+01,2190000
shen,"Guo & Li, 1996",Tianjin,117.3,39.2,wetland,3,,,0.281,57,17.4,,,
shen,"Guo et al., 2010",Henan,113.9,34.8,wetland,0.5,0.3,3,0.466,20.8,20,,,
shen,"Guo et al., 2010",Henan,113.9,34.8,wetland,1,0.3,3,0.367,30.7,20,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,3,1,,0.058,16,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,2,1,,0.047,9,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,1,1,,0.186,17,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,3,0.8,,0.037,10.6,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,2,0.8,,0.047,8.9,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,1,0.8,,0.082,7.9,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,3,1,,0.062,17,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,2,1,,0.068,12.8,15,,,
shen,"Guo et al., 2011",Yunnan,,,wetland,1,1,,0.094,9,15,,,
cheng,Ham et al 2010,South Korea,,,CWSF,4.00E+00,0.4,8.80E+03,0.132,,,1.73E-01,4.86E+00,4.00E+05
shen,"Han et al., 2019",,,,wetland,3.3,1.2,1.5,0.36,69.4,26,,,
shen,"Han et al., 2019",,,,wetland,2.8,1.2,1.5,0.439,70.3,16,,,
shen,"Han, 2010",Jiangxi,121.4,31.2,wetland,2,,0.9,0.362,51.5,17.5,,,
shen,"He et al., 2017",Jiangsu,118.8,32,wetland,0.5,0.75,0.3,1.026,40.1,25.9,,,
shen,"He et al., 2017",Jiangsu,118.8,32,wetland,0.5,0.75,0.3,1.125,43,25.9,,,
shen,"He et al., 2018",Hubei,114.4,30.5,wetland,3.5,0.55,48,0.251,58.4,25.3,,,
shen,"He et al., 2018",Hubei,114.4,30.5,wetland,3.5,0.55,48,0.264,60.3,15.9,,,
cheng,Headley et al.  2001,Australia,,,CWUF,3.50E+00,,,0.524,,,1.50E+00,,-9.99E+02
cheng,Healy and Cawley 2002,Ireland,,,CWSF,1.51E+00,0.3,2.80E+02,0.223,,,2.66E-01,1.61E+00,2.04E+04
cheng,Healy and Cawley 2002,Ireland,,,CWSF,4.36E+00,0.8,3.08E+02,0.0279,,,2.97E-02,1.15E+00,2.10E+04
cheng,Healy and Cawley 2002,Ireland,,,CWSF,2.44E+00,0.3,4.70E+02,0.0865,,,9.63E-02,1.02E+00,2.18E+04
shen,"Hu et al., 1996",Hubei,114.9,30.2,wetland,2.5,0.3,100,0.309,53.8,31,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.281,50.4,25.8,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.265,48.5,25,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.214,41.4,22.7,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.259,47.7,15.9,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.214,41.4,15,,,
shen,"Hua et al., 2017",Hubei,114.4,30.5,wetland,2.5,0.55,24,0.189,37.6,11.9,,,
cheng,Huang et al  2000,USA,,,CWUF,2.60E+00,0.42,3.74E-01,0.156,,,1.92E-01,7.30E-04,5.52E+00
cheng,Huang et al  2000,USA,,,CWUF,3.90E+00,0.42,3.74E-01,0.117,,,1.48E-01,4.87E-04,3.68E+00
cheng,Huang et al  2000,USA,,,CWUF,5.90E+00,0.42,3.74E-01,0.104,,,1.43E-01,3.22E-04,2.43E+00
cheng,Huang et al  2000,USA,,,CWUF,4.00E+00,0.45,1.30E+01,0.155,,,2.14E-01,3.20E-02,2.13E+02
cheng,Huang et al  2000,USA,,,CWUF,8.00E+00,0.45,1.30E+01,0.0991,,,1.51E-01,1.60E-02,1.07E+02
cheng,Huang et al  2000,USA,,,CWUF,1.20E+01,0.45,1.30E+01,0.0937,,,1.73E-01,1.07E-02,7.11E+01
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.036,24.8,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,-0.001,-0.4,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.032,22.7,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.048,32.1,29.6,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.02,14.8,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.016,11.8,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.007,5.6,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,8,0.5,80,0.011,8.6,29.6,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.094,31.3,16.2,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.013,5.1,5.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.081,27.7,16.3,,,
shen,"Huang et al., 2008",Jiangsu,119.9,31.3,wetland,4,0.5,40,0.119,37.8,29.6,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.048,13.5,9.5,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.135,33.4,12,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,3,0.45,3.3,0.166,39.3,25,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.071,30,9.5,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.127,47,12,,,
shen,"Huang, 2004",Jiangsu,118.8,32.1,wetland,5,0.45,3.3,0.255,72,25,,,
shen,"Huang, 2019a",Guangdong,113.6,23.2,wetland,6,,,0.154,60.4,24,,,
shen,"Huang, 2019a",Guangdong,113.6,23.2,wetland,6,,,0.319,85.3,24,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,1,0.3,1.44,0.549,42.2,3.4,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,2,0.3,1.44,0.383,53.5,15.2,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,3,0.3,1.44,0.34,64,9.3,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,4,0.3,1.44,0.308,70.8,11,,,
shen,"Huang, 2019b",Jiangxi,115.9,28.7,wetland,5,0.3,1.44,0.284,75.9,14.2,,,
cheng,Hunt et al 1999,USA,,,CWSF,1.71E+01,1.1,3.30E+04,0.00921,,,9.97E-03,2.75E+01,6.60E+05
cheng,Hunt et al 1999,,,,CWSF,1.43E+01,1.1,3.30E+04,0.00514,,,5.34E-03,5.34E+01,7.70E+05
cheng,Hunt et al 1999,,,,CWSF,1.37E+01,1.1,3.30E+04,0.0116,,,1.26E-02,4.35E+01,7.70E+05
cheng,Hunt et al 1999,,,,CWSF,7.60E+00,1.1,3.30E+04,0.121,,,1.97E-01,2.65E+01,1.40E+06
