meta_analysis,references,study_area,longitude,latitude,water_body_type,hrt_d,water_depth_m,surface_area_m2,k_d,TN_retention_percent,temperature,cheng_cstr_k,cheng_N_load_kg_d,cheng_flow_m3_year
cheng,NADB 2134 22,,,,CWSF,4.78E+01,0.169,2.80E+05,0.0491,,,1.98E-01,1.86E+01,4.50E+05
cheng,NADB 2137 22,,,,CWSF,7.05E+01,0.153083333,2.80E+05,0.033,,,1.31E-01,1.84E+01,2.80E+05
cheng,NADB 2150 22,,,,CWSF,6.00E+01,0.183,2.80E+05,0.0421,,,1.92E-01,2.48E+01,2.90E+05
cheng,NADB 2151 22,,,,CWSF,6.49E+01,0.17,2.80E+05,0.0379,,,1.65E-01,2.19E+01,2.50E+05
cheng,NADB 2154 22,,,,CWSF,7.59E+01,0.16275,2.80E+05,0.0423,,,3.13E-01,1.93E+01,2.20E+05
cheng,NADB 2167 22,,,,CWSF,3.96E+01,0.182,2.80E+05,0.0794,,,5.61E-01,3.10E+01,4.90E+05
cheng,NADB 2168 22,,,,CWSF,2.57E+01,0.188,2.80E+05,0.0714,,,2.05E-01,3.73E+01,6.40E+05
cheng,NADB 2169 22,,,,CWSF,3.93E+01,0.182666667,2.80E+05,0.0522,,,1.73E-01,2.70E+01,6.70E+05
cheng,NADB 2170 22,,,,CWSF,3.51E+01,0.217,2.80E+05,0.0504,,,1.39E-01,2.53E+01,4.80E+05
cheng,NADB 2171 22,,,,CWSF,3.39E+01,0.195916667,2.80E+05,0.0599,,,1.95E-01,3.10E+01,5.80E+05
cheng,NADB 2195 26,,,,CWSF,5.00E+00,,6.30E+04,,,,,,6.30E+05
cheng,NADB 2589 201,,,,CWSF,1.89E+01,0.113,1.80E+05,,,,,,6.90E+05
cheng,NADB 2590 201,,,,CWSF,1.65E+01,0.0625,1.80E+05,,,,,,6.80E+05
cheng,NADB 2591 201,,,,CWSF,5.43E+01,0.2297,1.80E+05,,,,,,7.30E+05
cheng,NADB 2616 201,,,,CWSF,2.99E+01,0.135066667,1.80E+05,,,,,,7.00E+05
cheng,NADB 2631 204,,,,CWSF,1.95E+01,0.3,7.00E+04,,,,,,3.90E+05
cheng,NADB 2632 204,,,,CWSF,1.82E+01,0.3,7.00E+04,,,,,,4.20E+05
cheng,NADB 2633 204,,,,CWSF,3.47E+01,0.6,7.00E+04,,,,,,4.40E+05
cheng,NADB 2634 204,,,,CWSF,4.08E+01,0.6,7.00E+04,,,,,,3.80E+05
cheng,NADB 2635 204,,,,CWSF,2.95E+01,0.6,7.00E+04,,,,,,5.20E+05
cheng,NADB 2637 204,,,,CWSF,5.68E+01,0.66,7.00E+04,,,,,,3.00E+05
cheng,NADB 2641 204,,,,CWSF,2.82E+01,0.45,7.00E+04,,,,,,4.10E+05
cheng,NADB 2642 204,,,,CWSF,3.50E+01,0.6,7.00E+04,,,,,,4.50E+05
cheng,NADB 2643 204,,,,CWSF,4.38E+01,0.648,7.00E+04,,,,,,3.90E+05
cheng,NADB 2644 205,,,,CWSF,2.56E+00,,9.30E+02,1.03,,,5.01E+00,4.25E-01,1.30E+04
cheng,NADB 2645 205,,,,CWSF,2.12E+00,,9.30E+02,0.887,,,2.63E+00,5.17E-01,1.50E+04
cheng,NADB 2648 205,,,,CWSF,1.75E+00,,9.30E+02,1.09,,,3.27E+00,4.24E-01,2.00E+04
cheng,NADB 2649 205,,,,CWSF,2.34E+00,,9.30E+02,0.919,,,3.25E+00,4.71E-01,1.40E+04
cheng,NADB 2650 205,,,,CWSF,1.75E+00,,9.30E+02,0.818,,,1.82E+00,5.10E-01,2.00E+04
cheng,NADB 2651 206,,,,CWSF,1.06E+01,0.66,2.40E+04,,,,,,5.40E+05
cheng,NADB 2652 206,,,,CWSF,1.34E+01,0.66,2.40E+04,,,,,,4.30E+05
cheng,NADB 2653 206,,,,CWSF,1.58E+01,0.66,2.40E+04,,,,,,3.90E+05
cheng,NADB 2654 206,,,,CWSF,1.00E+01,0.66,2.40E+04,,,,,,5.70E+05
cheng,NADB 2655 206,,,,CWSF,1.02E+01,0.66,2.40E+04,0.0304,,,3.57E-02,4.73E+00,5.80E+05
cheng,NADB 2656 206,,,,CWSF,9.30E+00,0.66,2.40E+04,0.105,,,1.78E-01,5.61E+00,5.80E+05
cheng,NADB 2657 206,,,,CWSF,1.14E+01,0.66,2.40E+04,0.0699,,,1.07E-01,2.00E+00,4.90E+05
cheng,NADB 2658 206,,,,CWSF,1.81E+01,0.66,2.40E+04,0.0397,,,5.81E-02,2.10E+00,3.20E+05
cheng,NADB 2659 206,,,,CWSF,2.41E+00,0.66,2.40E+04,0.0515,,,5.49E-02,2.20E+01,2.40E+06
cheng,NADB 2660 206,,,,CWSF,1.72E+01,0.66,2.40E+04,,,,,,3.40E+05
cheng,NADB 2661 206,,,,CWSF,6.88E+00,0.7,2.40E+04,,,,,,8.90E+05
cheng,NADB 2663 206,,,,CWSF,5.72E+01,0.7,2.40E+04,,,,,,1.10E+05
cheng,NADB 2664 206,,,,CWSF,7.78E+01,0.7,2.40E+04,,,,,,1.20E+05
cheng,NADB 2665 206,,,,CWSF,4.61E+01,0.7,2.40E+04,,,,,,8.30E+04
cheng,NADB 2666 206,,,,CWSF,5.40E+01,0.7,2.40E+04,0.0202,,,3.65E-02,9.62E-01,1.10E+05
cheng,NADB 2667 206,,,,CWSF,3.61E+01,0.7,2.40E+04,0.049,,,1.35E-01,1.53E+00,1.40E+05
cheng,NADB 2668 206,,,,CWSF,8.46E+01,0.7,2.40E+04,0.0142,,,2.76E-02,2.86E-01,5.70E+04
cheng,NADB 2669 206,,,,CWSF,2.08E+02,0.7,2.40E+04,0.00599,,,1.19E-02,1.95E-01,3.00E+04
cheng,NADB 2670 206,,,,CWSF,2.00E+01,0.7,2.40E+04,0.00819,,,8.90E-03,2.84E+00,3.10E+05
cheng,NADB 2671 206,,,,CWSF,7.84E+01,0.7,2.40E+04,,,,,,7.90E+04
cheng,NADB 2672 206,,,,CWSF,7.57E+01,0.7,2.40E+04,,,,,,8.20E+04
cheng,NADB 2673 206,,,,CWSF,8.74E+00,0.63,1.90E+04,,,,,,4.90E+05
cheng,NADB 2674 206,,,,CWSF,1.11E+01,0.63,1.90E+04,,,,,,3.90E+05
cheng,NADB 2675 206,,,,CWSF,1.47E+01,0.63,1.90E+04,,,,,,3.30E+05
cheng,NADB 2676 206,,,,CWSF,8.04E+00,0.63,1.90E+04,,,,,,5.40E+05
cheng,NADB 2677 206,,,,CWSF,8.08E+00,0.63,1.90E+04,0.0613,,,7.93E-02,4.65E+00,5.60E+05
cheng,NADB 2678 206,,,,CWSF,9.45E+00,0.63,1.90E+04,0.15,,,3.31E-01,4.22E+00,3.90E+05
cheng,NADB 2679 206,,,,CWSF,1.09E+01,0.63,1.90E+04,0.152,,,3.89E-01,1.62E+00,3.00E+05
cheng,NADB 2680 206,,,,CWSF,2.51E+01,0.63,1.90E+04,0.0261,,,3.69E-02,1.18E+00,1.80E+05
cheng,NADB 2681 206,,,,CWSF,3.91E+00,0.63,1.90E+04,0.052,,,5.76E-02,1.05E+01,1.10E+06
cheng,NADB 2682 206,,,,CWSF,4.62E+01,0.63,1.90E+04,,,,,,9.70E+04
cheng,NADB 2683 206,,,,CWSF,1.72E+01,0.63,1.90E+04,,,,,,2.60E+05
cheng,NADB 2695 206,,,,CWSF,1.24E+01,0.66,2.40E+04,0.0252,,,2.95E-02,4.73E+00,4.90E+05
cheng,NADB 2696 206,,,,CWSF,1.29E+01,0.66,2.40E+04,0.0679,,,1.09E-01,3.24E+00,4.60E+05
cheng,NADB 2697 206,,,,CWSF,8.82E+00,0.673333333,2.40E+04,0.0141,,,1.50E-02,2.20E+01,1.20E+06
cheng,NADB 2698 206,,,,CWSF,5.88E+01,0.7,2.40E+04,0.0185,,,3.35E-02,9.62E-01,1.00E+05
cheng,NADB 2699 206,,,,CWSF,1.10E+02,0.7,2.40E+04,0.0147,,,3.64E-02,6.70E-01,7.50E+04
cheng,NADB 2700 206,,,,CWSF,5.80E+01,0.7,2.40E+04,0.00282,,,3.07E-03,2.84E+00,1.60E+05
cheng,NADB 2701 206,,,,CWSF,1.05E+01,0.63,1.90E+04,0.0473,,,6.12E-02,4.65E+00,4.50E+05
cheng,NADB 2702 206,,,,CWSF,1.52E+01,0.63,1.90E+04,0.0847,,,1.72E-01,2.34E+00,2.90E+05
cheng,NADB 2703 206,,,,CWSF,2.24E+01,0.63,1.90E+04,0.00905,,,1.00E-02,1.05E+01,5.00E+05
cheng,NADB 2707 207,,,,CWSF,6.00E+00,0.33,5.00E+03,,,,,,0.00E+00
cheng,NADB 2708 207,,,,CWSF,6.00E+00,0.33,5.00E+03,,,,,,0.00E+00
cheng,NADB 2710 207,,,,CWSF,3.00E+01,,,,,,,,0.00E+00
cheng,NADB 2711 207,,,,CWSF,3.60E+01,0.33,,,,,,,0.00E+00
cheng,NADB 2712 207,,,,CWSF,3.60E+01,0.33,,,,,,,0.00E+00
cheng,NADB 2714 209,,,,CWSF,1.99E+01,0.1,4.00E+04,,,,,,5.50E+04
cheng,NADB 2715 209,,,,CWSF,1.09E+01,0.065,4.00E+04,,,,,,6.50E+04
cheng,NADB 2716 209,,,,CWSF,7.46E+00,0.065,4.00E+04,,,,,,9.50E+04
cheng,NADB 2717 209,,,,CWSF,3.37E-01,0.15,2.00E+04,,,,,,2.40E+06
cheng,NADB 2718 209,,,,CWSF,2.02E+00,0.16,1.00E+05,,,,,,2.20E+06
cheng,NADB 2719 209,,,,CWSF,5.51E+00,0.17,1.50E+05,,,,,,1.30E+06
cheng,NADB 2720 209,,,,CWSF,6.38E+00,0.17,2.30E+05,,,,,,1.70E+06
cheng,NADB 2721 209,,,,CWSF,1.03E+01,0.17,3.20E+05,,,,,,1.40E+06
cheng,NADB 2722 209,,,,CWSF,1.94E+01,0.17,5.50E+05,,,,,,1.30E+06
cheng,NADB 2723 209,,,,CWSF,1.49E+01,0.17,5.00E+05,,,,,,1.60E+06
cheng,NADB 2724 209,,,,CWSF,1.16E+01,0.16,4.80E+05,,,,,,1.80E+06
cheng,NADB 2725 209,,,,CWSF,1.45E+01,0.16,4.60E+05,,,,,,1.40E+06
cheng,NADB 2726 209,,,,CWSF,1.06E+01,0.08,4.60E+05,,,,,,9.50E+05
cheng,NADB 2727 209,,,,CWSF,1.28E+01,0.08,6.10E+05,,,,,,1.00E+06
cheng,NADB 2728 209,,,,CWSF,1.06E+01,0.12,5.40E+05,,,,,,1.70E+06
cheng,NADB 2729 209,,,,CWSF,1.27E+01,0.12,6.70E+05,,,,,,1.70E+06
cheng,NADB 2730 209,,,,CWSF,1.40E+01,0.12,7.60E+05,,,,,,1.80E+06
cheng,NADB 2731 209,,,,CWSF,1.47E+01,0.12,7.60E+05,,,,,,1.70E+06
cheng,NADB 2732 210,,,,CWSF,1.20E+02,0.5,1.10E+06,,,,,,4.90E+05
cheng,NADB 2760 302,,,,CWSF,5.19E+00,0.3,1.50E+04,0.218,,,4.04E-01,1.54E+01,3.10E+05
cheng,NADB 2761 302,,,,CWSF,1.15E+01,0.3,1.50E+04,-0.0322,,,-2.69E-02,4.97E+00,1.40E+05
cheng,NADB 2762 302,,,,CWSF,8.34E+00,0.3,1.50E+04,0.0958,,,1.47E-01,1.16E+01,1.90E+05
cheng,NADB 2763 302,,,,CWSF,1.50E+01,0.3,1.50E+04,0.0733,,,1.34E-01,5.61E+00,1.10E+05
cheng,NADB 2764 302,,,,CWSF,1.29E+01,0.3,1.50E+04,0.0497,,,6.96E-02,5.51E+00,1.20E+05
cheng,NADB 2766 302,,,,CWSF,1.26E+01,0.3,1.50E+04,0.0301,,,3.67E-02,5.65E+00,1.30E+05
cheng,NADB 2767 302,,,,CWSF,9.28E+00,0.3,1.50E+04,0.0458,,,5.70E-02,8.42E+00,1.70E+05
cheng,NADB 2768 302,,,,CWSF,3.55E+00,0.3,1.50E+04,0.192,,,2.76E-01,1.42E+01,4.50E+05
cheng,NADB 2769 302,,,,CWSF,9.47E+00,0.3,1.50E+04,0.0644,,,8.87E-02,6.15E+00,1.70E+05
cheng,NADB 2770 302,,,,CWSF,5.28E+00,0.3,1.50E+04,-0.0142,,,-1.37E-02,4.57E+00,3.00E+05
cheng,NADB 2771 302,,,,CWSF,2.38E+00,0.3,1.50E+04,0.212,,,2.76E-01,1.09E+01,6.70E+05
cheng,NADB 2772 302,,,,CWSF,5.02E+00,0.3,1.50E+04,0.0618,,,7.25E-02,8.58E+00,3.20E+05
cheng,NADB 2773 302,,,,CWSF,4.93E+00,0.3,1.50E+04,0.835,,,1.23E+01,3.17E-01,3.30E+05
cheng,NADB 2774 302,,,,CWSF,8.81E+00,0.3,1.50E+04,0.0881,,,1.33E-01,8.18E+00,1.80E+05
cheng,NADB 2775 302,,,,CWSF,1.79E+00,0.3,1.50E+04,0.633,,,1.18E+00,4.61E+01,8.90E+05
cheng,NADB 2776 302,,,,CWSF,4.65E+00,0.3,1.50E+04,0.0776,,,9.34E-02,1.69E+01,3.50E+05
cheng,NADB 2777 302,,,,CWSF,6.86E+00,0.3,1.50E+04,0.0239,,,2.59E-02,9.96E+00,2.30E+05
cheng,NADB 2779 302,,,,CWSF,4.03E+00,0.3,1.50E+04,0.179,,,2.62E-01,2.29E+01,4.00E+05
cheng,NADB 2780 302,,,,CWSF,5.19E+00,0.3,1.50E+04,0.151,,,2.28E-01,1.54E+01,3.10E+05
cheng,NADB 2781 302,,,,CWSF,1.15E+01,0.3,1.50E+04,0.00357,,,3.65E-03,4.97E+00,1.40E+05
cheng,NADB 2782 302,,,,CWSF,8.34E+00,0.3,1.50E+04,0.128,,,2.28E-01,1.16E+01,1.90E+05
cheng,NADB 2783 302,,,,CWSF,1.50E+01,0.3,1.50E+04,0.108,,,2.73E-01,5.61E+00,1.10E+05
cheng,NADB 2784 302,,,,CWSF,1.29E+01,0.3,1.50E+04,0.0713,,,1.17E-01,5.51E+00,1.20E+05
cheng,NADB 2786 302,,,,CWSF,1.26E+01,0.3,1.50E+04,0.0194,,,2.19E-02,5.65E+00,1.30E+05
cheng,NADB 2787 302,,,,CWSF,9.28E+00,0.3,1.50E+04,0.0497,,,6.31E-02,8.42E+00,1.70E+05
cheng,NADB 2788 302,,,,CWSF,3.37E+00,0.3,1.50E+04,0.177,,,2.42E-01,1.42E+01,4.80E+05
cheng,NADB 2789 302,,,,CWSF,9.47E+00,0.3,1.50E+04,0.0853,,,1.31E-01,6.15E+00,1.70E+05
cheng,NADB 2791 302,,,,CWSF,2.43E+00,0.3,1.50E+04,0.174,,,2.16E-01,1.09E+01,6.60E+05
cheng,NADB 2792 302,,,,CWSF,5.02E+00,0.3,1.50E+04,0.169,,,2.66E-01,8.58E+00,3.20E+05
cheng,NADB 2793 302,,,,CWSF,4.93E+00,0.3,1.50E+04,0.183,,,2.97E-01,1.93E+01,3.30E+05
cheng,NADB 2794 302,,,,CWSF,8.81E+00,0.3,1.50E+04,0.111,,,1.87E-01,8.18E+00,1.80E+05
cheng,NADB 2795 302,,,,CWSF,1.79E+00,0.3,1.50E+04,0.676,,,1.31E+00,4.61E+01,9.00E+05
cheng,NADB 2796 302,,,,CWSF,4.40E+00,0.3,1.50E+04,0.107,,,1.36E-01,1.69E+01,3.60E+05
cheng,NADB 2797 302,,,,CWSF,6.86E+00,0.3,1.50E+04,0.0186,,,1.99E-02,9.96E+00,2.30E+05
cheng,NADB 2798 302,,,,CWSF,5.22E+00,0.3,1.50E+04,0.133,,,1.92E-01,1.71E+01,3.10E+05
cheng,NADB 2799 302,,,,CWSF,4.04E+00,0.3,1.50E+04,0.186,,,2.76E-01,2.29E+01,4.00E+05
cheng,NADB 2800 302,,,,CWSF,9.74E+00,0.3,1.50E+04,0.054,,,7.11E-02,8.24E+00,2.00E+05
cheng,NADB 2801 302,,,,CWSF,4.90E+00,0.3,1.50E+04,0.13,,,1.81E-01,1.45E+01,4.00E+05
cheng,NADB 2802 302,,,,CWSF,9.72E+00,0.3,1.50E+04,0.0613,,,8.38E-02,8.24E+00,2.00E+05
cheng,NADB 2803 302,,,,CWSF,4.88E+00,0.3,1.50E+04,0.152,,,2.25E-01,1.64E+01,4.00E+05
cheng,NADB 2951 305,,,,CWSF,5.86E+01,0.73152,2.20E+05,0.0125,,,1.84E-02,1.21E+01,6.90E+05
cheng,NADB 2952 305,,,,CWSF,6.71E+01,0.9144,2.20E+05,-0.000863,,,-8.39E-04,1.89E+01,7.60E+05
cheng,NADB 2953 305,,,,CWSF,5.65E+01,1.15824,2.20E+05,0.0371,,,1.26E-01,3.18E+01,1.10E+06
cheng,NADB 2954 305,,,,CWSF,4.36E+01,0.54864,2.20E+05,0.0356,,,8.53E-02,2.78E+01,7.90E+05
cheng,NADB 2955 305,,,,CWSF,4.08E+01,0.51816,2.20E+05,0.0558,,,2.14E-01,3.84E+01,5.80E+05
cheng,NADB 2956 305,,,,CWSF,4.87E+01,0.48768,2.20E+05,0.0517,,,2.34E-01,3.23E+01,5.40E+05
cheng,NADB 2957 305,,,,CWSF,6.44E+01,0.42672,2.20E+05,0.0474,,,3.12E-01,3.10E+01,5.00E+05
cheng,NADB 2958 305,,,,CWSF,4.51E+01,0.39624,2.20E+05,0.0372,,,9.64E-02,2.51E+01,4.30E+05
cheng,NADB 2959 305,,,,CWSF,9.49E+01,0.4572,2.20E+05,0.0206,,,6.42E-02,2.75E+01,5.00E+05
cheng,NADB 2960 305,,,,CWSF,5.76E+01,0.61341,2.20E+05,0.028,,,6.97E-02,2.91E+01,6.50E+05
cheng,NADB 2972 306,,,,CWSF,1.06E+01,0.443610543,3.90E+03,,,,,,6.00E+04
cheng,NADB 3031 306,,,,CWSF,1.13E+01,0.44,3.90E+03,,,,,,5.60E+04
cheng,NADB 3032 306,,,,CWSF,1.05E+01,0.44,3.90E+03,,,,,,6.00E+04
cheng,NADB 3033 306,,,,CWSF,1.13E+01,0.44,3.90E+03,,,,,,5.60E+04
cheng,NADB 3034 306,,,,CWSF,1.58E+01,0.44,3.90E+03,,,,,,4.00E+04
cheng,NADB 3035 306,,,,CWSF,1.20E+01,0.44,3.90E+03,,,,,,5.20E+04
cheng,NADB 3036 306,,,,CWSF,1.06E+01,0.443610543,3.90E+03,,,,,,6.00E+04
cheng,NADB 3037 306,,,,CWSF,2.12E+01,0.443637666,3.90E+03,,,,,,3.00E+04
cheng,NADB 3038 306,,,,CWSF,4.24E+01,0.443637666,3.90E+03,,,,,,1.50E+04
cheng,NADB 3039 306,,,,CWSF,1.06E+01,0.443610543,3.90E+03,,,,,,6.00E+04
cheng,NADB 3040 306,,,,CWSF,9.90E+00,0.441953429,3.90E+03,,,,,,6.40E+04
cheng,NADB 3042 306,,,,CWSF,1.22E+01,0.44,3.90E+03,,,,,,5.30E+04
cheng,NADB 3534 311,,,,CWSF,7.46E+00,0.1975,4.20E+03,,,,,,0.00E+00
cheng,NADB 3539 311,,,,CWSF,1.40E+01,0.213333333,4.20E+03,,,,,,0.00E+00
cheng,NADB 3544 311,,,,CWSF,1.51E+01,0.209166667,4.20E+03,,,,,,0.00E+00
cheng,NADB 3549 311,,,,CWSF,1.53E+01,0.203333333,4.20E+03,,,,,,0.00E+00
cheng,NADB 3550 311,,,,CWSF,6.00E+00,0.193333333,9.10E+02,,,,,,0.00E+00
cheng,NADB 3551 311,,,,CWSF,1.90E+00,0.15,9.10E+02,,,,,,0.00E+00
cheng,NADB 3552 311,,,,CWSF,4.33E+00,0.266666667,9.10E+02,,,,,,0.00E+00
cheng,NADB 3553 311,,,,CWSF,5.40E+00,0.2,9.10E+02,,,,,,0.00E+00
cheng,NADB 3554 311,,,,CWSF,4.41E+00,0.2025,9.10E+02,,,,,,0.00E+00
cheng,NADB 3559 311,,,,CWSF,1.15E+01,0.240833333,9.10E+02,,,,,,0.00E+00
cheng,NADB 3564 311,,,,CWSF,1.13E+01,0.221666667,9.10E+02,,,,,,0.00E+00
cheng,NADB 3569 311,,,,CWSF,7.59E+00,0.159166667,9.10E+02,,,,,,0.00E+00
cheng,NADB 3570 311,,,,CWSF,8.73E+00,0.193333333,1.30E+03,,,,,,0.00E+00
cheng,NADB 3571 311,,,,CWSF,3.20E+00,0.18,1.30E+03,,,,,,0.00E+00
cheng,NADB 3572 311,,,,CWSF,5.80E+00,0.266666667,1.30E+03,,,,,,0.00E+00
cheng,NADB 3573 311,,,,CWSF,6.60E+00,0.2,1.30E+03,,,,,,0.00E+00
cheng,NADB 3574 311,,,,CWSF,6.08E+00,0.21,1.30E+03,,,,,,0.00E+00
cheng,NADB 3579 311,,,,CWSF,1.37E+01,0.203333333,1.30E+03,,,,,,0.00E+00
cheng,NADB 3584 311,,,,CWSF,1.48E+01,0.2,1.30E+03,,,,,,0.00E+00
cheng,NADB 3589 311,,,,CWSF,1.29E+01,0.184166667,1.30E+03,,,,,,0.00E+00
cheng,NADB 3590 311,,,,CWSF,9.47E+00,0.193333333,1.30E+03,,,,,,0.00E+00
cheng,NADB 3591 311,,,,CWSF,4.30E+00,0.17,1.30E+03,,,,,,0.00E+00
cheng,NADB 3592 311,,,,CWSF,7.47E+00,0.266666667,1.30E+03,,,,,,0.00E+00
cheng,NADB 3593 311,,,,CWSF,7.20E+00,0.2,1.30E+03,,,,,,0.00E+00
cheng,NADB 3594 311,,,,CWSF,7.11E+00,0.2075,1.30E+03,,,,,,0.00E+00
cheng,NADB 3595 311,,,,CWSF,1.32E+01,0.246666667,1.30E+03,,,,,,0.00E+00
cheng,NADB 3596 311,,,,CWSF,1.70E+01,0.23,1.30E+03,,,,,,0.00E+00
cheng,NADB 3597 311,,,,CWSF,1.83E+01,0.246666667,1.30E+03,,,,,,0.00E+00
cheng,NADB 3598 311,,,,CWSF,7.40E+00,0.1,1.30E+03,,,,,,0.00E+00
cheng,NADB 3599 311,,,,CWSF,1.40E+01,0.205833333,1.30E+03,,,,,,0.00E+00
cheng,NADB 3604 311,,,,CWSF,1.47E+01,0.21,1.30E+03,,,,,,0.00E+00
cheng,NADB 3609 311,,,,CWSF,8.93E+00,0.195,1.30E+03,,,,,,0.00E+00
cheng,NADB 3610 311,,,,CWSF,6.63E+00,0.193333333,9.40E+02,,,,,,0.00E+00
cheng,NADB 3611 311,,,,CWSF,1.90E+00,0.11,9.40E+02,,,,,,0.00E+00
cheng,NADB 3612 311,,,,CWSF,5.40E+00,0.266666667,9.40E+02,,,,,,0.00E+00
cheng,NADB 3613 311,,,,CWSF,6.00E+00,0.2,9.40E+02,,,,,,0.00E+00
cheng,NADB 3614 311,,,,CWSF,4.98E+00,0.1925,9.40E+02,,,,,,0.00E+00
cheng,NADB 3619 311,,,,CWSF,1.05E+01,0.216,9.40E+02,,,,,,0.00E+00
cheng,NADB 3624 311,,,,CWSF,1.07E+01,0.215833333,9.40E+02,,,,,,0.00E+00
cheng,NADB 3629 311,,,,CWSF,5.43E+00,0.1625,9.40E+02,,,,,,0.00E+00
cheng,NADB 3631 312,,,,CWSF,7.52E+00,0.65,1.90E+04,,,,,,6.10E+05
cheng,NADB 3632 312,,,,CWSF,8.47E+00,0.65,1.90E+04,,,,,,5.40E+05
cheng,NADB 3640 312,,,,CWSF,7.75E+00,0.65,1.90E+04,,,,,,6.00E+05
cheng,NADB 3642 312,,,,CWSF,1.04E+01,0.65,8.50E+04,,,,,,1.90E+06
cheng,NADB 3688 316,,,,CWSF,1.75E+00,,2.40E+03,,,,,,0.00E+00
cheng,NADB 3691 400,,,,CWUF,3.50E+00,0.305,2.00E+03,0.382,,,8.01E-01,2.20E+00,2.10E+04
cheng,NADB 3693 400,,,,CWUF,3.50E+00,0.305,2.00E+03,0.475,,,1.22E+00,2.95E+00,2.10E+04
cheng,NADB 3757 406,,,,CWUF,1.50E+00,0.61,8.90E+03,,,,,,5.00E+05
cheng,NADB 3758 406,,,,CWUF,1.30E+00,0.61,8.90E+03,,,,,,5.60E+05
cheng,NADB 3759 406,,,,CWUF,1.80E+00,0.61,8.90E+03,,,,,,4.20E+05
cheng,NADB 3760 406,,,,CWUF,1.60E+00,0.61,8.90E+03,,,,,,4.60E+05
cheng,NADB 3761 406,,,,CWUF,1.50E+00,0.61,8.90E+03,,,,,,5.00E+05
cheng,NADB 3762 406,,,,CWUF,1.20E+00,0.61,8.90E+03,,,,,,6.10E+05
cheng,NADB 3765 406,,,,CWUF,1.55E+00,0.61,8.90E+03,,,,,,4.90E+05
cheng,NADB 3766 406,,,,CWUF,1.35E+00,0.61,8.90E+03,,,,,,5.50E+05
cheng,NADB 3767 407,,,,CWUF,1.40E+00,0.457,9.00E+02,,,,,,2.80E+04
cheng,NADB 3768 408,,,,CWUF,3.10E+00,0.701,3.90E+03,0.169,,,2.22E-01,9.30E+00,1.20E+05
cheng,NADB 3769 408,,,,CWUF,2.20E+00,0.701,3.90E+03,0.534,,,1.02E+00,1.14E+01,1.70E+05
cheng,NADB 3770 408,,,,CWUF,2.10E+00,0.701,3.90E+03,0.42,,,6.74E-01,1.93E+01,1.70E+05
cheng,NADB 3771 408,,,,CWUF,1.80E+00,0.701,3.90E+03,0.167,,,1.95E-01,2.21E+01,2.10E+05
cheng,NADB 3772 408,,,,CWUF,2.30E+00,0.701,3.90E+03,0.27,,,3.74E-01,1.55E+01,1.70E+05
cheng,NADB 3804 414,,,,CWUF,3.06E+00,0.61,3.20E+03,0.515,,,1.25E+00,6.02E+00,8.80E+04
cheng,NADB 3805 414,,,,CWUF,3.88E+00,0.61,3.20E+03,0.254,,,4.34E-01,3.72E+00,6.90E+04
cheng,NADB 3806 414,,,,CWUF,3.96E+00,0.61,3.20E+03,0.0894,,,1.07E-01,2.30E+00,6.80E+04
cheng,NADB 3807 414,,,,CWUF,5.46E+00,0.61,3.20E+03,0.319,,,8.60E-01,3.76E+00,4.90E+04
cheng,NADB 3808 414,,,,CWUF,6.92E+00,0.61,3.20E+03,0.183,,,3.69E-01,2.40E+00,3.90E+04
cheng,NADB 3809 414,,,,CWUF,7.43E+00,0.61,3.20E+03,0.126,,,2.09E-01,1.97E+00,3.60E+04
cheng,NADB 3810 414,,,,CWUF,4.33E+00,0.61,3.20E+03,0.0438,,,4.82E-02,2.09E+00,6.20E+04
cheng,NADB 3811 414,,,,CWUF,6.19E+00,0.61,3.20E+03,0.149,,,2.44E-01,3.30E+00,4.30E+04
cheng,NADB 3812 414,,,,CWUF,4.09E+00,0.61,3.20E+03,0.286,,,5.43E-01,3.95E+00,6.90E+04
cheng,NADB 3813 414,,,,CWUF,6.22E+00,0.61,3.20E+03,0.125,,,1.89E-01,2.44E+00,4.50E+04
cheng,NADB 3836 425,,,,CWUF,3.04E+00,0.457,3.60E+03,0.0938,,,1.08E-01,2.33E+00,7.60E+04
cheng,NADB 3837 425,,,,CWUF,8.36E+00,0.457,3.60E+03,0.0731,,,1.01E-01,4.84E+00,2.80E+04
cheng,NADB 3838 425,,,,CWUF,3.34E+00,0.457,3.60E+03,0.198,,,2.81E-01,2.94E+00,6.90E+04
cheng,NADB 3839 425,,,,CWUF,7.17E+00,0.457,3.60E+03,0.0455,,,5.37E-02,1.38E+00,3.20E+04
cheng,NADB 3840 425,,,,CWUF,3.04E+00,0.457,3.60E+03,0.243,,,3.60E-01,2.33E+00,7.60E+04
cheng,NADB 3841 425,,,,CWUF,8.36E+00,0.457,3.60E+03,0.0748,,,1.04E-01,1.01E+00,2.80E+04
cheng,NADB 3842 425,,,,CWUF,3.34E+00,0.457,3.60E+03,0.217,,,3.19E-01,2.94E+00,6.90E+04
cheng,NADB 3843 425,,,,CWUF,7.17E+00,0.457,3.60E+03,0.0338,,,3.82E-02,1.67E+00,3.20E+04
cheng,NADB 3844 425,,,,CWUF,5.48E+00,0.457,3.60E+03,0.0933,,,1.22E-01,2.87E+00,5.10E+04
